UserId;OwnerUserId;NbrOfComments
64356;71759;2
59363;50833;2
57434;63282;2
51492;79305;2
51492;65131;2
79879;79879;2
79883;50899;2
77162;79879;2
77162;73114;6
73114;73114;5
27558;79879;2
37184;303;4
79879;52291;2
836;77052;4
17916;2932;4
77052;77052;5
37184;77052;2
78761;50406;2
50406;41771;8
79504;71219;2
13023;79910;2
79918;8878;2
79904;79910;2
55122;52291;2
46547;33738;2
79421;39011;5
79926;78207;2
6550;12556;2
6550;79855;2
65131;79293;2
65131;79928;2
44454;58309;2
77162;79448;9
79448;79448;7
43436;58309;3
45573;30385;2
79684;79684;2
79293;79293;2
77162;79863;4
79863;79863;4
77162;78443;2
77162;58433;2
77052;836;2
16220;79967;6
55122;69822;12
71219;7812;4
39011;39011;6
16212;65767;4
71442;79863;2
71477;303;2
65767;65767;26
79961;79966;6
76779;55122;8
79845;79853;2
79966;79966;3
79973;39934;2
74405;43294;2
79967;79967;5
8823;7922;2
44456;79992;2
78443;79248;2
51714;58433;2
52023;8878;10
46334;64377;2
77162;61883;2
77162;49456;2
58923;58923;2
29430;1330;2
78637;37932;2
49456;77162;2
80023;71442;2
80016;50833;2
73919;55122;3
71477;23240;3
65323;68559;2
17020;69822;2
59097;78637;2
68559;68559;2
21233;21234;4
924;21234;4
8560;21268;2
15361;15361;15
18246;514;2
2647;2647;11
18246;5143;2
;2647;2
9197;9197;4
12515;836;2
9420;2452;2
18246;18246;2
20884;17585;2
676;21272;2
20759;17116;2
8646;13413;2
836;18626;10
16538;2573;2
13727;7702;4
13686;12515;9
836;21337;2
21337;21337;4
2647;6558;2
2647;12384;2
381;5043;3
381;21294;2
19172;10049;2
7702;7702;4
11097;21155;2
471;12947;4
21024;16964;2
21024;17784;2
11097;12947;3
21352;381;2
20544;836;2
13518;381;7
9465;836;6
9465;14734;2
723;21155;2
676;12345;2
471;21377;2
21024;21396;4
13518;21024;6
21337;14904;2
21396;21396;4
10423;10423;8
13518;11097;2
13450;21024;4
12947;12947;4
13686;12947;2
21414;10423;4
381;21396;4
381;20448;2
14904;18843;4
21024;21449;2
21433;20867;2
21433;17696;2
21;20995;8
20995;20995;9
381;21462;2
6478;21462;2
21462;21462;8
19161;2647;2
19161;15693;2
836;21478;4
836;21462;2
21478;21478;2
21481;21481;2
381;21481;2
15527;21449;2
21478;14904;2
16853;21394;2
21488;21487;2
17772;21497;2
9420;21487;2
21430;381;4
18416;9003;2
381;21508;2
381;21503;2
381;16068;2
10446;21462;2
21503;21503;3
16928;17531;2
8820;13662;6
13662;13662;8
21024;19147;2
21560;14904;10
471;19212;2
13768;16538;4
18013;21567;4
21573;381;2
19147;9420;4
19147;19147;2
381;21576;2
21576;21576;2
21576;836;6
21567;21567;6
16853;21024;2
8285;12515;2
21449;21449;2
21449;18156;2
6478;20497;2
20497;20497;2
14904;18315;2
18315;18315;4
19161;18315;2
19161;12515;2
21576;21024;4
16538;16538;18
21024;21625;4
21625;21625;2
836;21464;2
14904;968;2
21464;21464;2
381;21642;6
924;21638;2
21642;21642;6
21608;8152;6
836;21658;2
8152;8152;8
13518;6403;2
836;21676;4
836;14955;4
21676;21676;2
836;236;2
21642;15361;2
14955;14955;5
20429;14644;2
836;21691;2
20429;10049;2
16853;21692;2
21692;21692;2
18416;20594;2
843;;2
11096;;2
18544;;2
17933;21636;2
8237;2723;3
21658;21658;2
16380;21567;2
20429;21608;2
21236;21567;2
381;21733;2
924;21707;4
924;20974;2
21697;9793;2
21024;21750;2
9420;13518;4
17309;16853;2
21707;9420;4
21733;21733;2
19212;21737;4
20544;9420;2
471;20974;2
4968;15604;2
21737;21737;2
20974;21790;2
21810;17696;2
21024;17772;4
17772;17772;4
13450;924;2
17772;16853;4
381;21799;2
381;21829;2
21396;15527;2
21829;21829;2
11097;20290;2
941;381;4
8041;21854;2
381;21853;4
21853;21853;6
21854;21854;2
17509;21862;2
21707;9724;4
21596;21882;2
16853;21862;8
21858;8041;2
4978;21018;2
21895;1193;2
19161;4978;2
4978;4978;4
13450;15361;2
14913;4978;2
21242;20429;2
471;17119;2
381;9035;2
9420;381;2
11097;21920;2
17290;21920;2
12345;21755;2
21755;21755;2
15412;381;2
836;21755;2
16853;8041;2
16853;21920;2
836;20926;2
20722;381;2
20722;15412;4
21862;21862;2
15412;15412;22
381;15412;6
15412;21940;2
21940;15412;2
15412;21024;3
21940;21940;2
12345;924;2
11148;14578;2
13736;20759;2
21862;16853;2
21737;15032;2
15032;15032;2
21829;6403;8
21024;17443;4
5177;21853;4
21992;21024;4
21995;15032;2
22000;9314;2
16853;21384;6
21384;21384;2
8041;21998;2
381;21980;2
14560;21951;2
21998;21998;4
9577;8820;2
381;21998;2
17443;17443;6
836;10517;2
21982;21982;4
381;133;2
4978;7763;2
22045;21414;2
21414;21414;2
133;133;5
18811;10517;2
3313;676;2
21319;15518;2
381;22071;2
22075;18544;4
18544;18544;11
9420;21702;2
23097;9465;4
11097;21384;2
836;14150;2
14150;14150;2
14150;21414;2
19161;2504;2
6554;6554;2
20429;8643;2
21702;21702;3
20926;23110;2
7763;21384;2
7763;7763;10
16853;22012;4
676;8643;2
11097;8013;16
21896;22071;2
20759;8013;2
23090;16853;8
23090;9085;2
22012;22012;2
9085;9085;6
21825;8820;3
8820;9848;2
8820;17696;4
23127;22054;4
9848;9848;2
18416;20487;8
23110;23110;2
836;20487;2
23119;13450;2
23129;13574;2
12206;14904;3
22054;22054;4
12345;381;6
23138;21145;4
381;12345;2
381;23182;2
12345;7763;6
15527;11097;2
133;21955;2
13395;21566;2
6550;21858;2
5177;23138;2
21566;21566;2
23199;21145;2
23199;21352;2
2544;1279;2
23199;381;2
23199;18973;2
23138;23138;4
11097;836;4
8013;836;3
836;8013;2
23201;6550;4
23198;17290;2
21825;23198;4
6550;6550;3
23198;23198;2
9814;8013;2
18973;18973;2
10517;23211;2
18544;15024;2
23228;10663;2
17346;23213;2
2742;21024;2
723;23213;2
9420;23126;2
15768;20372;8
8013;11097;8
23246;23246;2
;15402;2
16853;133;2
21825;84;2
11097;23250;2
23250;23250;2
23250;21024;4
20585;23246;4
17594;7763;2
23213;23213;2
21473;21473;4
381;21024;2
381;15527;3
9848;23240;2
17509;12515;2
2723;12515;4
21707;2932;2
21024;471;3
381;23245;2
22080;21024;2
836;21024;2
9420;21473;2
133;16853;2
12168;23285;2
14913;16853;4
15412;23283;3
23285;23285;5
836;21473;2
23283;23283;2
23195;21182;3
23294;14578;2
17772;14904;2
381;471;2
471;49297;2
924;52578;2
45581;30805;2
38506;27983;6
6550;52748;2
45264;37300;4
37300;37300;6
;51845;4
38596;29587;2
15527;52728;2
52768;26243;2
27342;44456;2
38506;35679;4
29587;10799;8
10799;10799;6
47080;47080;4
52698;32215;2
52669;29203;2
52786;50727;10
35644;52780;2
52578;52578;2
29587;52780;2
27983;52796;2
38596;38596;2
49782;45726;2
43638;18501;4
18501;18501;4
10799;29587;4
28175;44673;3
52089;51314;2
52089;52440;2
52426;28175;2
31084;52729;2
29587;52832;4
32215;32215;2
44456;52426;2
52089;51321;2
26394;50973;2
45064;21596;2
29217;52820;2
50973;50973;2
52823;51771;8
33202;39081;2
51771;51771;10
28194;52640;2
51208;45064;2
50727;52664;2
52697;52784;2
52109;8841;2
8841;8841;2
8841;35644;2
8841;52109;2
47488;46886;2
29203;29203;2
52820;52089;4
52820;52820;2
35644;52250;2
35644;46454;3
35644;37997;6
35644;52767;2
52250;52250;2
40051;28475;2
29575;52885;2
37997;37997;10
23305;37997;2
52832;52832;2
29587;52902;4
52902;52902;14
39208;52902;2
26394;37997;4
51771;52823;4
46671;41929;4
924;52846;10
52664;51209;2
52846;52846;6
52640;52640;2
29587;52516;2
52109;52664;2
52664;52664;4
52089;41728;4
41728;41728;34
29587;31689;10
31689;31689;8
50157;52860;2
43459;35613;6
52664;50727;2
52860;52860;2
51969;50727;2
51969;52089;2
35613;35613;4
52089;42498;2
44456;33466;2
35613;49293;2
35613;52089;4
47791;13527;2
35644;42498;2
15902;41728;2
15902;45064;2
45064;15902;2
15902;15902;6
33202;52640;2
33202;52907;2
52756;29587;2
52885;52885;2
29587;51126;10
51126;51126;7
29587;52713;2
52713;52713;2
52713;29587;4
52935;16538;4
52823;52823;2
28175;51209;2
37510;51209;10
8560;23402;2
28175;44680;5
29587;52966;2
1289;2533;2
52918;52918;2
35644;52966;2
50727;52940;2
37662;52925;2
35644;50353;2
52952;52428;2
31106;52910;2
52935;35679;2
52940;52940;2
16538;52987;2
35644;52987;2
52926;39577;2
52964;44366;2
50249;26243;2
35644;52902;6
38506;50727;4
52427;42473;2
52987;52987;2
52987;52089;2
18501;52089;2
32120;41728;2
51659;22074;2
52433;52089;2
53008;1330;4
50727;45356;2
50727;52577;2
45356;45356;2
14519;44456;4
53021;50727;6
35644;44456;4
33716;15527;2
23305;53038;2
51836;44456;2
46645;52851;2
53038;53038;2
52600;27724;2
35644;53040;6
35644;31948;2
35644;53021;2
35644;53046;2
53040;53040;4
52739;44101;2
23240;40801;2
44456;52089;2
8560;53068;2
53038;35644;2
16853;44456;2
15430;16538;2
52089;43077;2
50451;52089;2
35644;2893;7
35644;52726;2
46504;52719;2
924;51209;2
53083;51836;10
51836;52089;2
2893;51659;2
52997;45064;2
52089;24818;2
40137;51836;4
51126;29587;2
52719;52719;10
52089;51604;2
381;39590;6
39590;39590;6
45374;53001;2
45374;35644;2
50727;38506;2
42498;22012;2
50727;2893;4
53088;49852;2
14588;53088;2
22074;50727;6
45166;53110;2
41728;52935;2
46886;53107;2
35644;46886;4
7739;52719;2
52089;39590;2
47832;52089;2
52089;46886;2
39590;52089;4
45064;50727;2
18818;50727;2
52726;45064;2
381;53148;2
53151;52089;4
52950;52719;2
33202;45382;2
45382;45382;2
51604;51604;2
53107;42829;2
35644;20903;4
35644;53163;2
53169;52089;2
20903;20903;2
43469;47570;2
45064;52089;2
28101;50727;2
836;53184;4
53137;46488;2
53181;15405;2
12477;49411;2
836;30482;6
47832;41929;2
381;53088;2
35644;53215;4
30482;30482;4
20903;52089;4
27114;45264;2
53226;45264;2
45264;27114;2
27114;27114;9
52719;50727;2
49072;42377;2
42377;42377;2
42377;39934;2
52935;45374;2
39934;39934;3
45763;21024;2
53114;41929;2
50727;39387;2
52995;52089;2
52995;44456;2
53184;53184;2
53222;27114;2
52975;53139;6
14265;26146;2
27114;53252;2
53269;30835;2
21;53279;2
25837;1330;2
53291;836;2
33202;47832;2
47832;43077;2
44456;53287;2
53287;50727;6
35644;47832;2
42498;50727;2
53279;44456;4
53283;381;2
53148;52089;2
47832;50727;6
53310;32280;3
35644;40788;4
42498;40788;2
40788;40788;6
53299;2647;2
53300;18303;2
16199;20903;2
53320;15828;4
53278;52428;5
53278;50727;2
381;53320;2
32280;32280;6
381;15828;2
381;53326;2
53139;53139;2
53326;53326;4
44456;15828;2
381;53215;2
8560;53326;4
42248;42248;5
50835;29587;2
53345;30810;2
836;26187;2
26187;26187;2
51492;49017;2
44456;44680;2
44456;32429;2
49017;53354;2
49017;52428;4
53352;41764;2
28175;30389;3
44680;28175;2
53369;12985;2
14560;53366;2
53326;52089;4
41764;41764;4
52719;38802;2
;53223;2
2724;53383;2
28175;53390;4
53390;53390;2
53354;53354;2
53388;31582;2
53336;32429;2
53378;14048;2
8560;13406;2
53283;52300;8
28175;8560;12
52300;52300;14
49278;8560;2
8560;49278;2
600;53390;2
51659;53418;4
53418;53418;2
36977;42488;2
35644;52300;2
43077;52300;2
52994;26394;4
24883;53372;2
53425;53425;2
53372;53372;3
8560;53425;2
8560;53418;2
8560;24883;2
8560;53451;2
8560;33605;2
44039;42587;2
53399;40904;2
53451;53451;2
924;23850;2
45264;50192;2
33605;33605;2
33605;8560;2
53418;38657;2
45264;53467;4
28175;53137;5
28175;42498;5
42498;42498;3
53361;45264;2
3457;3457;3
3457;14694;2
14665;8878;2
14716;11097;2
14716;14716;2
13296;3314;2
3151;14714;2
11097;14714;2
14694;14694;2
14667;9314;2
6529;13100;2
9123;14716;2
6550;14566;2
11097;14729;2
381;14740;2
11097;1426;4
1426;14636;2
12473;14740;6
21;14636;2
14740;14740;6
14740;14636;2
9483;;2
11097;14757;2
21;14758;2
;97;2
3024;3024;11
14758;14758;2
12473;14681;2
14779;3024;6
1426;14779;2
13736;12473;4
14779;14800;4
14800;14800;4
13285;14598;2
14604;12490;4
816;1093;2
14681;14681;2
5279;8013;2
9420;12983;2
10894;3151;2
13578;14812;2
12425;3314;4
14604;9420;4
3470;14586;2
9123;9943;2
471;13736;2
381;10915;2
9420;2515;2
3151;14644;2
2515;2515;5
13736;13736;26
12363;7848;2
11097;14900;2
7848;7848;11
10462;9420;2
21;14910;2
14910;14910;2
8820;843;6
838;2515;2
11116;2961;2
9035;9035;3
11097;9035;2
11097;14925;2
14933;14926;6
1301;1301;11
8041;14909;2
7848;10879;2
13023;14909;2
;1406;2
14909;14909;19
14925;14925;2
14913;14909;2
14895;13023;2
8960;10879;2
14913;13023;2
14913;201;2
11136;14989;2
982;14994;2
14994;14994;15
843;97;2
14994;14999;2
14999;924;4
14999;15002;2
14994;13145;2
13145;13145;2
13285;8820;2
13145;10620;2
8820;14906;2
14906;14906;8
9420;14989;6
381;15024;4
8820;15024;2
14913;13953;2
14357;14904;2
14994;14946;2
14946;108;4
14989;14994;6
9420;802;2
8878;802;2
11097;108;2
14989;14989;2
924;97;2
15083;9420;2
15024;14047;2
14047;14047;2
13285;13562;2
13285;3466;2
3466;3466;13
3466;381;2
13562;13562;4
21;15115;2
14729;14729;2
816;11097;2
8820;14994;8
10620;14994;2
14994;15083;2
471;15024;2
13023;15024;2
515;10517;2
381;15144;2
10517;10517;3
11097;15140;6
15140;15140;4
;2979;4
15140;5303;4
5303;5303;5
12985;381;6
13562;816;2
11097;13625;2
8820;15157;2
15157;15157;4
14588;15157;2
15157;8820;2
2979;2979;4
14913;15176;2
13413;15180;2
843;15182;2
8005;15176;2
13953;15099;4
;8878;2
15189;15182;2
13625;12473;2
9420;14946;4
14946;14946;10
14913;14644;2
12909;9420;2
14779;15128;2
14946;9420;2
15128;15128;2
15197;15197;8
15182;15182;2
15196;8878;2
471;12265;2
13953;8878;4
9420;982;2
11097;14487;2
14487;11097;2
14604;14604;2
13285;15182;2
905;12265;2
381;10793;2
381;8774;2
13518;3466;2
11097;14829;2
11097;15233;2
15233;15233;2
11097;15197;4
8820;15197;4
924;14357;6
14829;14829;6
13413;14789;2
13285;15253;2
15253;15253;6
6529;15253;2
13023;2666;2
924;108;4
947;15258;2
6529;15258;2
11097;15258;2
14789;14789;4
471;14829;2
14904;6550;2
9420;201;6
15192;2573;2
15192;381;2
14779;14357;2
14946;14779;4
13285;13226;2
15258;15258;4
15258;9123;4
14715;;2
381;15281;2
21;15258;2
15260;2573;2
9197;14715;2
14829;15300;2
471;14946;2
14715;15308;2
9420;4815;2
15308;15308;4
11097;15306;2
11097;15300;6
11097;15311;2
924;15308;4
15281;15281;2
11097;15325;2
11097;11044;6
11097;14357;2
3167;2750;2
15303;2573;5
14672;11097;2
2573;2573;10
9420;108;2
15325;108;2
11044;14994;2
14789;108;2
1151;11044;2
11044;11044;3
9420;11044;4
14672;14829;2
8878;15115;2
15115;15115;4
11097;15115;2
15300;15300;2
15300;15356;2
15356;15356;4
8820;15315;2
15368;5091;2
15115;8878;2
11097;2932;2
14789;9420;2
924;14560;2
15366;2932;2
14560;14560;18
8878;8820;2
15366;15366;2
13518;12909;2
9420;15393;2
13891;14829;2
381;15393;2
15372;836;4
11097;15398;2
15412;1244;2
15398;10975;2
676;15412;2
9637;15373;2
15373;15373;2
13953;924;2
8820;15412;3
9420;12909;2
837;9420;2
1264;12515;2
3044;13023;8
1272;15470;2
21;14946;2
14946;14604;2
15527;10521;2
15527;8999;5
11097;14946;2
8820;14946;2
13406;15533;2
11097;15533;2
8878;15230;2
15230;15230;2
11097;13809;2
8999;8999;2
15148;15543;4
12363;13390;2
15543;15543;8
1272;15090;2
8560;15536;2
381;3314;4
924;15552;6
15552;15552;6
13023;13736;2
381;15090;2
11097;13384;2
11097;13727;2
13384;13384;2
15557;15536;2
13384;15543;8
3433;381;4
1279;13736;10
8820;13809;2
14906;13736;2
15584;8842;2
381;13165;5
9420;13413;2
15599;13809;2
11097;15604;2
15604;15604;2
11136;11136;3
381;15595;6
15609;12575;8
13285;15617;2
13285;13390;2
9420;15631;2
2576;15620;2
471;15617;2
15617;15620;2
15617;9974;4
289;8820;4
381;15617;2
7848;13593;2
13165;13165;5
381;15664;8
13736;15656;2
11097;8752;2
15656;15656;8
15686;11097;4
15664;15664;8
8820;15664;6
12469;12469;2
3596;802;2
15664;15527;2
1244;837;2
15609;15527;2
13413;15735;2
381;15735;6
15735;15735;6
13406;15739;2
15739;15739;2
381;15738;4
15739;381;2
15738;15738;2
15715;13727;2
13727;10620;2
15595;15595;2
1426;15656;6
8820;15739;2
1138;8820;4
9420;15527;2
15695;15543;4
8820;15115;2
8820;9472;2
381;15768;2
15768;15768;2
13165;381;5
108;9472;4
8820;1301;2
11097;14644;2
1244;14644;2
6385;14644;2
13034;15527;2
11097;15786;2
10024;12341;2
76537;64377;2
53357;67537;4
76452;76452;6
65131;73315;2
76588;65131;2
71442;76590;2
76074;33551;4
71442;76554;2
73315;73315;4
73890;23159;2
76484;76484;2
63031;63328;2
75528;73996;2
76578;38083;2
74421;73851;2
74421;76614;2
38083;38083;5
70484;26146;2
74421;73393;2
28175;76617;2
76579;55122;2
73851;51812;2
55122;76631;4
25673;45264;8
76392;71442;2
38083;67751;2
67751;67751;2
69822;65269;6
52291;23240;2
65269;65269;2
55122;65269;2
29169;64856;2
71219;45264;4
23305;71219;2
64856;64856;4
76653;37184;4
67448;71442;2
32440;76177;2
32440;76656;2
74421;76664;2
23305;76640;2
71219;71219;32
43000;3320;4
74421;76523;2
69646;76511;2
76528;64377;6
21825;76176;2
40360;76641;2
74719;55122;4
40360;76675;2
69089;76675;2
53812;65338;4
56913;40360;2
53812;76655;4
40360;40360;4
76674;76674;8
71006;76674;2
40360;65131;4
76521;43000;4
76411;5211;2
65338;65338;2
3320;3320;8
21825;76674;4
65131;63327;2
76631;76631;2
76655;76655;4
65131;76697;2
39830;75738;2
76177;24818;2
7714;75952;4
29960;66758;4
24818;24818;2
76433;74421;2
76530;34269;8
76456;64377;2
76724;17116;2
74421;76617;2
76674;76714;4
8820;34269;2
28175;76742;2
76706;73441;4
66758;66758;4
73393;75738;2
56913;40750;2
73441;57323;4
64377;76650;2
57323;45264;4
57691;29587;2
64377;76699;2
76726;74421;2
76145;52291;2
70297;45264;4
13054;44680;2
76381;64377;4
76381;76203;2
70021;37330;2
32440;76776;2
71442;76787;2
71442;76769;2
69154;10814;2
39547;51163;2
68443;73441;2
68443;76546;2
76760;45264;2
76769;71442;4
61445;45264;4
76769;76769;2
65131;76805;2
65131;76820;2
69822;1085;2
65559;65559;6
10814;13046;2
46505;76804;2
13748;76801;2
75952;7714;2
76801;76801;6
70066;76801;2
70066;76819;2
76819;76819;2
57323;76540;2
65131;76836;2
55122;76801;4
76836;76836;2
76781;65131;2
65153;73441;2
65153;76836;2
65153;76540;2
55122;32791;2
71442;76848;2
76540;76540;2
76853;1256;2
69646;74421;4
23305;76766;2
76590;76540;2
76768;47371;8
47371;47371;23
7714;7714;2
55122;73851;2
64377;76863;2
;76129;2
24385;32402;2
58155;76777;2
75580;55122;2
924;74894;8
76715;76715;2
73912;65153;4
38083;64138;2
64138;38083;2
8752;76877;2
9219;75828;4
76899;9219;4
9219;9219;2
75828;75828;4
71442;51223;2
51223;38083;2
71219;51223;4
76738;18465;4
38083;76904;2
74894;74894;6
45817;56985;2
924;76528;2
64377;76904;2
64377;76874;2
76904;76904;4
26562;68294;2
924;62054;2
74098;18465;4
76811;34269;4
38793;74421;4
52379;71442;2
76825;55122;4
27983;;5
76787;76787;2
68294;68294;4
29217;76946;8
76946;76946;6
27983;76433;2
27983;65153;2
39338;14904;2
76156;29217;8
65153;29217;2
76946;29217;2
65131;14675;6
76904;64377;2
64377;76433;2
76937;45374;2
65153;63780;2
76957;76203;2
76957;76957;2
55122;76942;2
76993;58384;2
73441;76899;6
76470;76470;2
42354;76899;2
23305;76470;2
44456;76899;4
76899;76899;10
65131;76364;2
38083;76364;2
73912;74727;4
38083;77002;2
18465;18465;8
65131;77003;2
62054;51812;2
62054;62054;3
51617;75738;4
3003;66252;2
64377;70614;2
64377;77002;2
38083;77015;4
69963;64377;2
24756;64377;2
77015;77015;4
76540;64377;2
77015;60417;2
60417;60417;4
64377;5091;9
70614;70614;4
76863;76863;2
24478;63378;2
15527;77003;2
77035;52089;4
30075;63103;2
30075;57564;2
30075;38083;2
16510;58685;2
50444;71219;2
63103;63103;4
74421;76874;2
40750;63328;2
74421;77056;2
68025;69963;2
69470;71512;2
57564;57564;4
74727;74727;3
77015;38083;2
63906;74068;2
29412;26562;4
76811;71006;2
45264;76811;2
74304;58384;2
63906;59004;6
77061;76988;2
76988;76988;4
59004;63906;6
23305;52972;2
76912;76912;2
35644;76811;2
76923;64377;3
55122;68230;2
63103;924;2
75897;70132;4
47311;57706;2
23305;77117;2
61156;71006;2
64377;63103;4
77003;77003;2
26562;37363;4
37363;37363;16
77054;76546;2
55122;77111;2
77057;69470;4
61634;63906;2
69470;69470;4
52972;52972;2
77132;73441;2
71442;69822;3
75782;65131;6
75782;14675;2
77122;71442;4
51653;43939;4
52089;69822;2
65131;28175;4
77117;77117;2
77132;69822;2
6550;74846;2
21254;45264;2
61445;68009;2
73441;77159;4
77159;77159;2
64377;61445;2
66387;70066;4
76156;77094;4
64377;77132;2
64377;77102;4
39830;77164;2
43193;75055;4
77159;65131;2
75055;75055;8
77166;77166;2
77149;39830;2
77164;77164;2
76801;13748;2
74281;77170;2
26562;61958;2
61958;61958;2
61958;26562;6
58306;23305;2
16256;40767;2
77169;64377;2
24409;76902;2
24409;77117;2
74908;40767;3
60468;15496;2
71442;77174;2
76902;75055;6
52089;14675;3
51714;14675;4
77162;73441;2
73912;77148;2
73912;45374;11
77152;76883;8
289;20618;2
76883;76883;28
77192;74727;2
51714;75055;2
6550;77138;2
71512;71512;2
77159;68230;2
51714;74839;2
21825;77138;2
74839;74839;4
74839;77204;2
77148;77148;2
76386;51714;2
77217;70066;2
77173;74421;2
55122;76988;2
77094;77094;2
77225;77227;2
64377;77244;2
64377;38911;2
23305;77241;2
;28175;9
77102;73441;2
77253;74421;4
77254;74421;2
23305;38911;2
77241;77241;2
49496;69569;9
26239;74839;5
69569;69569;5
77244;77244;2
63780;63780;4
67743;66134;4
37808;40853;2
836;42128;2
41525;42133;2
42133;42133;2
41990;40853;2
26243;26243;29
23305;32963;2
42046;13335;2
41747;41747;6
41747;2968;2
40853;42170;6
42170;42170;4
42121;924;2
32963;40853;6
924;40853;4
40853;14588;6
42123;42123;6
41886;14904;2
26394;42173;2
2532;26009;2
42200;42200;2
381;42204;2
381;42200;2
21;32963;2
29967;40853;4
2968;2968;2
42204;14904;2
40853;42210;8
42210;42210;8
381;42218;2
40853;29967;4
26394;42225;2
836;41886;3
42225;42225;2
42200;41886;2
25104;41886;2
42202;40853;2
13748;29824;2
201;42239;2
42187;27665;4
16401;27665;2
41525;29824;2
42255;42255;10
41886;42242;2
836;32860;2
42173;14588;2
381;42224;2
381;42270;2
29824;29824;5
42275;14904;6
14675;33183;2
30433;10327;2
42200;23305;2
6656;40853;2
836;29064;4
30433;514;2
381;42299;2
381;42248;4
33203;41047;2
836;42322;2
42322;42322;2
42270;6550;2
13748;42298;2
42279;33637;2
42242;42242;2
25548;33393;2
381;42335;2
381;42345;4
42345;42345;4
381;42358;2
15412;42345;2
42358;40853;6
381;42384;2
41047;41047;5
33338;836;12
18434;28175;2
2968;42419;2
381;42422;2
42220;11061;4
11061;11061;3
381;7812;3
40853;17780;2
836;33338;6
33338;33338;7
40853;42023;2
42023;42023;2
42023;42401;2
29475;6431;2
42422;42450;2
42419;29781;2
29575;42023;2
19161;40182;2
40182;40182;2
2968;42384;2
381;24885;17
38874;8820;2
40853;42401;2
42457;14904;4
40853;39580;2
37986;37986;15
381;42485;2
42485;42485;2
14904;24162;2
42495;27537;2
27537;27537;4
41750;27537;2
41750;30507;4
41491;29064;2
42510;29781;2
42501;42501;2
381;8875;2
381;41491;2
42510;41728;4
381;40736;4
20492;9988;4
29781;41728;2
33202;8085;2
40853;37301;2
40815;42518;2
37986;40853;2
381;33338;2
37986;41728;8
40853;41072;6
41072;41072;6
42535;40853;2
41072;40853;15
29575;42327;2
16401;40853;2
836;37776;2
42527;17618;6
17618;17618;6
381;41626;2
42578;381;14
9988;20492;4
381;31819;2
30507;42298;2
1029;42586;2
33338;18626;17
29217;42515;2
42622;41419;2
836;42627;2
41419;41419;6
42622;42631;4
34028;41419;6
42631;42631;2
42515;42515;4
31819;40853;6
23305;42200;2
34028;26329;2
18818;26243;2
30227;381;2
40515;14904;2
381;32764;2
36977;42515;2
381;40751;2
42229;21560;2
37736;26243;6
30335;836;6
42069;28175;2
31676;42688;2
42737;42737;8
836;42737;6
40766;24157;2
42745;26799;2
924;42694;2
33183;15828;4
7763;41072;2
32963;41728;8
13748;38377;2
38377;38377;2
20372;2515;2
20372;37571;2
42730;15828;2
14518;14672;2
14518;890;2
33922;40736;2
39637;38892;2
17916;41728;2
836;26856;2
42846;42825;2
42840;26243;2
836;42854;2
381;42854;2
16911;15828;2
26856;20572;2
381;38767;2
42622;24593;2
13748;16368;2
16368;16368;7
836;16368;2
2932;37986;5
41728;28175;4
16368;28175;2
42895;30335;4
30335;30335;3
37986;42908;6
17047;40853;2
16368;;2
28175;26243;2
13748;42921;2
42908;42908;4
42275;18434;2
29575;42958;2
9420;31582;2
25531;23230;2
25531;836;2
42792;34324;2
13748;34324;2
42488;28450;2
40176;40853;4
25750;40853;4
40029;42488;2
836;27279;2
28175;40454;2
40454;37184;2
42613;42974;2
40853;43017;12
43017;43017;10
43019;6385;2
43030;14667;2
6385;6385;3
23305;43040;2
29781;26329;4
381;43040;2
31434;15930;2
29575;21560;2
6550;28542;2
26329;26329;5
36977;30507;2
26329;29781;12
29781;29781;17
28542;28542;2
40176;29781;2
18626;33338;2
36977;29781;2
43077;26243;2
26853;29781;6
43112;33168;2
21560;21560;5
43136;381;2
24259;20572;4
40853;21560;2
28175;32042;5
40515;28175;6
28175;43027;4
20572;20572;4
42696;14167;2
42488;42488;6
13748;37502;2
37502;37502;5
16220;43162;2
29781;43159;2
24593;37502;2
42969;14904;2
43159;43159;2
43166;43166;2
29781;13875;4
43110;8878;4
43200;43200;2
43045;43045;2
18416;43141;6
7811;13630;2
43141;43141;2
381;8517;2
43166;8878;6
2968;42648;2
43019;13023;2
43238;40853;10
38377;924;3
6550;15828;2
13748;43248;2
43027;43027;2
43248;43248;2
1330;30212;2
381;16338;2
37502;40853;5
43212;836;2
43174;13875;2
43140;7982;2
43178;23091;2
12345;27665;4
12345;24593;2
42648;43228;2
910;31846;2
37986;28175;3
24439;24439;2
43228;43228;2
32042;32042;4
43248;41234;2
12345;29217;5
43248;43294;5
28241;28241;2
28241;8560;2
14675;77;4
77;77;8
77;836;2
26394;27962;2
27962;27962;2
8005;27979;2
28234;28234;2
28231;28129;6
26394;27991;2
28211;27989;2
27991;27991;2
836;28129;6
13891;24215;2
9123;13736;4
381;13736;5
471;5029;2
5224;16211;6
27991;28228;2
14588;5029;2
15412;13736;4
24215;24215;5
24215;13736;6
19161;13736;4
28228;28293;2
28279;13450;2
24763;3255;4
381;3255;2
3255;3255;4
16220;3255;4
27432;13736;4
14360;26562;2
26085;836;2
836;26085;2
28317;28317;3
26394;28344;2
23437;5380;2
5380;5380;6
381;28350;2
2576;14675;2
12384;28344;2
28344;28344;6
