owneruserid,userid,NbrOfComments
14691,14588,1
14691,14691,2
14694,3457,1
14694,13285,1
14694,14694,1
14698,6550,1
14714,3151,1
14714,11097,1
14715,9197,1
14716,9123,1
14716,14716,1
14729,11097,1
14729,14729,1
14734,9465,1
14735,25640,1
14736,12363,2
14736,13686,1
14736,14736,2
14736,16024,1
14736,21024,1
14736,32686,2
14740,381,1
14740,12473,3
14740,14740,3
14750,8820,2
14750,45328,1
14757,11097,1
14758,21,1
14758,14758,1
14779,1426,1
14779,14779,8
14779,14946,2
14779,17047,2
14779,18150,1
14779,26146,1
14779,26477,1
14779,26575,1
14779,26872,4
14779,44658,1
14779,76005,1
14789,13413,1
14789,14789,3
14800,14779,2
14800,14800,2
14812,13578,1
14826,16284,1
14829,471,1
14829,11097,1
14829,13891,1
14829,14672,1
14829,14829,3
14829,45507,1
14852,75,1
14885,11097,1
14885,12736,1
14898,11097,1
14898,14463,1
14900,11097,1
14904,14,1
14904,381,4
14904,676,1
14904,836,14
14904,1151,2
14904,8005,2
14904,8560,2
14904,8820,1
14904,10882,1
14904,11097,3
14904,12202,1
14904,12206,2
14904,12345,1
14904,12858,2
14904,13518,1
14904,13736,1
14904,14357,1
14904,14360,1
14904,14878,1
14904,14904,85
14904,14999,1
14904,15064,1
14904,15325,3
14904,15412,1
14904,15533,3
14904,16853,1
14904,17116,2
14904,17149,1
14904,17484,1
14904,17772,1
14904,18221,1
14904,18369,2
14904,18458,2
14904,19094,1
14904,19161,4
14904,20288,1
14904,20293,1
14904,20327,1
14904,20475,1
14904,20590,1
14904,21079,4
14904,21337,1
14904,21478,1
14904,21560,9
14904,23417,1
14904,23452,2
14904,23459,2
14904,23600,2
14904,23714,2
14904,23905,1
14904,24003,3
14904,24095,1
14904,24235,1
14904,25188,1
14904,25418,2
14904,25800,1
14904,26339,1
14904,27213,2
14904,27250,2
14904,27916,1
14904,29109,1
14904,29157,1
14904,30182,2
14904,30335,1
14904,31475,2
14904,31879,1
14904,31948,2
14904,32042,1
14904,32860,3
14904,32905,1
14904,32921,1
14904,32963,1
14904,33134,1
14904,33230,1
14904,34028,1
14904,36977,1
14904,37814,1
14904,38707,1
14904,39014,1
14904,39236,2
14904,39338,1
14904,39518,1
14904,40016,3
14904,40035,1
14904,40372,1
14904,40515,1
14904,41036,3
14904,41297,1
14904,41335,1
14904,41728,1
14904,41886,1
14904,42204,1
14904,42275,3
14904,42457,2
14904,42969,1
14904,43679,1
14904,45804,2
14904,45916,1
14904,46055,2
14904,51492,1
14904,52298,1
14904,54416,1
14904,55097,2
14904,59553,1
14904,76453,1
14906,14,2
14906,8820,1
14906,14906,7
14906,26316,1
14906,26872,4
14906,26955,1
14906,37011,1
14906,47649,2
14909,21,2
14909,381,1
14909,471,7
14909,8041,1
14909,11097,2
14909,13023,1
14909,14909,18
14909,14913,1
14909,33202,2
14909,55122,1
14910,21,1
14910,14910,1
14913,836,1
14913,6550,1
14913,8113,1
14913,12867,3
14913,13046,3
14913,13291,2
14913,13392,1
14913,14044,2
14913,14913,14
14913,16853,1
14913,21560,4
14913,25755,1
14913,49089,1
14925,11097,1
14925,14925,1
14926,14933,3
14946,21,1
14946,471,1
14946,8820,1
14946,9178,1
14946,9420,2
14946,11097,1
14946,14946,5
14946,14994,1
14946,16874,1
14955,836,2
14955,14904,1
14955,14955,3
14981,12384,1
14981,14981,1
14989,9420,3
14989,11136,1
14989,14989,1
14989,40535,1
14994,982,1
14994,2723,1
14994,8820,4
14994,10620,1
14994,11044,1
14994,14989,3
14994,14994,8
14999,14994,1
14999,23204,1
15002,14999,1
15002,15002,1
15024,381,2
15024,471,1
15024,8820,1
15024,13023,1
15024,18544,1
15024,26562,1
15032,15032,1
15032,21737,1
15032,21995,1
15064,9867,1
15064,15064,2
15064,23305,2
15064,29575,1
15064,30408,1
15064,53083,1
15064,76025,1
15083,14994,1
15090,381,1
15090,1272,1
15095,15095,1
15099,13953,2
15106,15106,1
15106,41728,1
15106,50833,1
15115,21,1
15115,8820,1
15115,8878,1
15115,11097,1
15115,15115,2
15128,14779,1
15128,15128,1
15140,11097,3
15140,15140,2
15141,3591,1
15144,381,1
15157,8820,1
15157,14588,1
15157,15157,2
15176,8005,1
15176,14913,1
15180,13413,1
15182,843,1
15182,13285,1
15182,15182,1
15182,15189,1
15197,8820,2
15197,11097,2
15197,15197,4
15202,160,1
15202,3151,5
15202,10345,1
15202,13242,1
15202,13417,2
15202,15202,6
15202,25704,1
15202,27091,1
15215,35514,1
15230,8878,1
15230,15230,1
15230,24996,1
15233,11097,1
15233,15233,1
15234,5144,1
15250,30238,1
15250,33354,2
15250,42613,3
15250,55017,1
15250,86325,1
15253,6529,1
15253,13285,1
15253,15253,3
15255,381,2
15255,6478,1
15255,10620,1
15255,15255,2
15258,21,1
15258,947,1
15258,6529,1
15258,11097,1
15258,15258,2
15281,381,1
15281,15281,1
15300,11097,3
15300,14829,1
15300,15300,1
15306,11097,1
15308,924,2
15308,14715,1
15308,15308,2
15311,11097,1
15311,58875,1
15315,381,1
15315,8752,1
15315,8820,1
15315,12237,1
15315,15315,2
15325,836,1
15325,11097,1
15332,15261,1
15343,381,1
15343,1330,1
15343,6550,1
15343,15343,1
15343,29781,1
15343,70891,1
15343,77900,1
15356,15300,1
15356,15356,2
15361,381,2
15361,471,3
15361,11097,1
15361,13450,1
15361,15361,12
15361,16853,2
15361,17159,1
15361,17619,4
15361,18019,2
15361,21642,1
15361,24192,1
15361,30212,1
15366,75,1
15366,15366,1
15373,9637,1
15373,15373,1
15381,15527,1
15393,381,1
15393,9420,1
15398,11097,1
15402,,1
15402,2968,1
15402,15402,1
15405,15405,1
15405,53181,1
15408,11097,1
15408,15408,1
15412,381,5
15412,676,1
15412,836,2
15412,2723,2
15412,6550,1
15412,8820,2
15412,9053,1
15412,12206,1
15412,13012,1
15412,13518,3
15412,13736,1
15412,14360,2
15412,15412,20
15412,15527,1
15412,16260,1
15412,16853,1
15412,17772,1
15412,19161,1
15412,20722,2
15412,21024,1
15412,21560,7
15412,21940,1
15412,23305,1
15412,23403,1
15412,26125,1
15412,26146,1
15412,26194,2
15412,27768,1
15412,31736,1
15412,51696,1
15412,54912,1
15412,55122,1
15412,77875,1
15412,87259,1
15422,8011,1
15469,8820,2
15470,1272,1
15496,15496,1
15496,38031,1
15496,47782,1
15496,60468,1
15501,5177,1
15501,15501,2
15501,16050,2
15501,23211,1
15501,26409,3
15501,39276,1
15501,69890,1
15518,21319,1
15518,47279,1
15527,381,2
15527,6514,1
15527,9420,1
15527,13034,1
15527,15064,1
15527,15430,1
15527,15527,19
15527,15609,1
15527,15664,1
15527,16928,1
15527,19241,1
15527,21396,1
15527,22012,1
15527,23851,1
15527,26589,2
15527,33716,1
15527,35817,1
15527,37301,2
15527,52588,1
15527,54419,1
15527,59013,5
15533,381,4
15533,6391,1
15533,9123,1
15533,11097,1
15533,13406,1
15533,15533,7
15533,16853,1
15533,28175,1
15533,34165,3
15536,8560,1
15536,15557,1
15543,13384,4
15543,15148,2
15543,15543,4
15543,15695,2
15547,15547,2
15552,924,3
15552,15552,3
15568,21,1
15568,15568,1
15569,924,2
15569,1244,1
15569,8005,1
15569,9465,1
15569,10372,1
15569,15569,13
15569,23159,1
15569,23204,1
15569,25157,1
15569,26917,1
15569,30406,1
15569,34138,1
15569,35644,1
15569,43870,2
15569,44456,1
15569,52762,1
15569,52816,2
15569,53768,2
15569,54115,2
15569,55088,1
15569,56289,1
15569,56641,1
15595,381,3
15595,15595,1
15604,4968,1
15604,11097,1
15604,14588,1
15604,15604,1
15604,16853,1
15604,24550,1
15609,15609,1
15613,75,1
15613,381,2
15613,471,1
15613,836,2
15613,6478,2
15613,15613,5
15613,15865,1
15613,21024,1
15613,29587,1
15613,44139,1
15613,45507,1
15613,46490,1
15617,381,1
15617,471,1
15617,3361,2
15617,13285,1
15620,2576,1
15620,15617,1
15620,29479,1
15620,30212,1
15624,723,1
15624,12241,1
15624,15624,1
15631,9420,1
15656,1426,3
15656,13736,1
15656,15656,4
15664,381,4
15664,836,4
15664,8820,3
15664,9123,3
15664,15664,5
15664,17290,1
15664,59642,1
15685,15685,5
15685,28726,2
15685,29169,7
15689,19161,1
15690,381,2
15690,5144,1
15690,9420,1
15690,10345,1
15690,11097,1
15690,15361,1
15690,15690,6
15690,16284,1
15693,836,1
15693,17048,1
15693,17397,1
15693,19161,1
15711,15711,1
15711,29169,2
15735,381,3
15735,12363,1
15735,13413,1
15735,15735,3
15738,381,2
15738,15738,1
15739,8820,1
15739,13406,1
15739,15739,1
15766,24412,1
15766,27364,1
15766,38556,1
15766,49515,1
15768,381,1
15768,15768,1
15768,16538,1
15786,11097,1
15790,13413,1
15790,26222,1
15797,381,1
15797,3470,1
15797,15797,1
15822,55122,1
15822,73505,1
15828,381,1
15828,670,1
15828,836,1
15828,4968,1
15828,6550,1
15828,8478,4
15828,14904,1
15828,15828,27
15828,16911,1
15828,27250,1
15828,28175,4
15828,33183,2
15828,35386,1
15828,35724,1
15828,38492,3
15828,41886,1
15828,42726,1
15828,42730,1
15828,43077,4
15828,43455,3
15828,43488,2
15828,43967,2
15828,44456,1
15828,45069,1
15828,45485,1
15828,45507,1
15828,45679,1
15828,45901,1
15828,46113,1
15828,46439,1
15828,50745,1
15828,51525,1
15828,52719,1
15828,53320,2
15828,57724,1
15828,57969,1
15828,58022,2
15828,68260,1
15828,69646,2
15828,73930,2
15847,381,1
15847,15847,2
15847,34099,1
15856,54612,1
15861,836,1
15861,11097,1
15879,381,2
15879,15879,2
15883,924,3
15883,15883,1
15885,16199,1
15885,19161,1
15885,31016,1
15902,1330,1
15902,15902,4
15902,41771,1
15902,45064,1
15902,90226,1
15905,14779,1
15905,15905,1
15906,21,1
15906,471,1
15906,2968,1
15906,8113,1
15906,15906,1
15908,13123,1
15908,15908,1
15921,8878,1
15921,15921,1
15927,15927,2
15927,28296,1
15927,69214,1
15930,836,2
15930,15930,1
15930,31434,1
15933,471,2
15933,15933,1
15942,15942,1
15942,18001,1
15946,471,1
15946,15930,1
15946,15946,2
15946,27158,1
15946,31361,2
15946,40749,1
15955,1406,2
15955,39556,1
15961,924,1
15961,10372,3
15961,14904,2
15961,15961,4
15961,63084,1
15980,,1
15980,11097,1
15984,11097,2
15984,15984,1
15992,15992,1
15992,71442,1
16001,,2
16001,676,1
16001,16001,2
16017,381,1
16024,381,4
16024,634,1
16024,816,1
16024,5041,1
16024,8560,2
16024,11097,2
16024,12241,1
16024,12448,2
16024,14736,2
16024,15402,1
16024,16024,29
16024,16443,3
16024,16511,1
16024,17081,4
16024,17535,2
16024,18619,1
16024,20358,1
16024,23459,2
16024,24100,1
16024,25289,1
16024,26961,2
16024,32913,1
16024,37986,2
16024,38523,1
16024,52109,1
16024,60139,1
16032,836,1
16032,16032,1
16032,16041,1
16042,836,1
16042,16042,4
16046,13727,2
16046,16046,1
16048,75,1
16050,1138,1
16050,9053,1
16050,16050,3
16050,20372,1
16050,26036,1
16050,52810,1
16050,55122,1
16050,75508,1
16068,381,1
16096,381,1
16096,11097,1
16097,381,1
16104,381,1
16111,8752,1
16111,13046,1
16111,16111,3
16111,23305,1
16111,26394,1
16111,56922,1
16111,68096,1
16111,70222,1
16117,19172,1
16124,16124,1
16126,13213,1
16134,49914,1
16135,836,1
16135,12185,1
16143,3466,1
16145,12345,2
16145,16145,1
16147,12632,1
16147,20310,1
16148,27522,1
16148,38001,1
16148,48984,1
16152,924,1
16162,836,2
16162,16162,2
16162,18418,1
16166,11097,1
16170,16145,1
16176,8560,1
16179,11097,1
16179,61427,1
16199,8113,1
16199,16199,2
16201,14904,1
16201,16201,1
16211,5224,3
16212,16212,2
16212,57724,1
16212,79333,1
16213,13727,2
16213,16213,3
16213,20635,4
16213,35644,1
16218,7980,1
16218,67328,1
16220,12241,1
16220,16220,2
16220,18787,2
16220,18843,1
16220,23440,1
16220,24005,1
16220,76125,1
16220,89934,1
16235,4710,1
16235,15361,1
16236,12527,1
16236,40710,1
16238,37109,1
16249,471,3
16249,4710,1
16249,16249,4
16249,16284,1
16250,924,2
16250,16250,1
16251,471,1
16251,4710,2
16251,7738,1
16251,16251,4
16251,16284,3
16266,471,3
16266,16266,2
16279,16279,3
16279,16280,2
16284,5044,1
16284,12876,2
16284,15568,1
16284,16235,1
16284,16284,3
16284,17806,1
16284,17908,1
16310,16964,1
16312,1077,1
16312,11097,1
16337,381,1
16338,381,1
16338,16338,1
16338,39116,1
16338,40055,1
16353,8752,1
16366,8113,1
16366,15906,1
16366,16366,1
16368,836,1
16368,2869,1
16368,13748,1
16368,16368,5
16368,43398,3
16368,43791,1
16380,2576,1
16380,9420,1
16380,14372,1
16380,21748,1
16401,13100,1
16401,38917,1
16401,44114,1
16401,45448,1
16410,1156,1
16410,71442,1
16416,38887,1
16418,49590,1
16424,21,1
16424,836,1
16424,16424,1
16424,17208,1
16427,,1
16427,11097,2
16427,16427,3
16449,6550,1
16449,8113,1
16449,16449,2
16452,14913,1
16452,16452,1
16465,7966,1
16511,5041,1
16511,13727,1
16511,14904,1
16511,16511,1
16530,75,1
16538,5043,2
16538,9123,1
16538,12345,3
16538,13413,1
16538,13417,2
16538,13768,2
16538,14913,1
16538,15430,1
16538,15527,1
16538,16538,16
16538,18058,1
16538,26562,1
16538,30314,1
16538,35644,1
16538,45264,1
16538,49914,3
16538,50292,1
16538,52935,2
16540,11097,1
16540,16540,1
16541,836,1
16541,15527,1
16546,16546,4
16546,75157,3
16546,86588,1
16552,381,1
16552,5041,1
16558,471,1
16558,16558,1
16560,16560,3
16560,65556,2
16560,73399,1
16579,2511,2
16579,16579,1
16581,8005,1
16590,23120,1
16612,947,1
16612,12632,1
16612,14904,1
16612,15361,1
16612,16612,2
16612,47940,1
16613,16613,1
16613,61671,1
16613,62102,1
16640,8113,1
16640,16640,1
16646,75,1
16646,8560,1
16646,11097,1
16646,16646,1
16661,11097,1
16661,16558,1
16661,16661,1
16664,471,1
16665,381,1
16676,17397,1
16680,381,1
16680,11097,1
16680,16680,3
16680,34009,1
16683,16683,1
16688,12384,1
16688,16688,1
16693,676,1
16693,16693,1
16693,43463,1
16712,381,4
16712,5144,2
16712,9123,1
16712,13727,1
16712,14904,1
16712,15361,1
16712,16712,6
16712,17806,1
16712,20952,1
16735,1156,1
16735,15828,1
16743,381,3
16743,6478,1
16743,16744,3
16749,21,1
16749,16749,1
16754,6478,1
16754,15361,1
16756,8501,1
16764,381,1
16764,15527,1
16764,16764,1
16764,17208,1
16791,381,1
16808,,1
16808,8560,3
16808,16808,1
16808,16853,1
16812,381,1
16812,16812,1
16812,43660,1
16816,6478,1
16816,16816,1
16816,17618,1
16817,381,1
16829,471,1
16829,847,2
16829,13727,1
16829,16829,2
16853,,1
16853,82,2
16853,133,1
16853,381,2
16853,836,3
16853,1114,1
16853,13023,1
16853,14904,2
16853,14913,2
16853,16853,17
16853,17309,1
16853,17772,2
16853,21862,1
16853,23090,4
16853,26856,1
16853,28175,3
16853,28714,1
16853,31781,1
16853,34323,1
16853,50011,1
16853,54079,1
16853,57453,1
16853,83943,1
16855,7848,1
16855,16853,1
16855,16855,1
16870,836,1
16870,12377,1
16872,381,2
16872,16872,1
16872,29587,1
16879,14588,1
16879,18297,1
16879,27818,1
16887,381,1
16887,50454,1
16897,381,1
16897,16897,1
16911,16911,2
16911,23305,1
16911,36977,1
16913,108,1
16915,15955,2
16915,16915,2
16915,28475,2
16922,13100,1
16922,16922,1
16927,21328,1
16928,381,1
16928,9123,1
16928,11097,1
16928,13686,2
16928,15361,1
16928,16928,5
16928,20351,1
16928,29960,1
16928,71442,1
16936,11097,1
16943,15361,1
16964,21024,1
16964,57935,1
16966,6478,1
16966,16966,1
16969,14586,1
16969,16969,1
16971,381,2
16992,381,1
16992,924,1
16992,16992,1
17006,836,1
17012,17012,1
17012,46374,1
17020,14048,1
17020,56923,1
17020,60954,1
17022,12527,2
17022,17022,1
17047,21,1
17047,676,1
17047,836,1
17047,14779,2
17047,17047,5
17047,43679,2
17054,27154,1
17054,55122,1
17054,61445,1
17054,75157,1
17078,2647,1
17078,16024,1
17078,17078,2
17116,21,1
17116,381,1
17116,9322,1
17116,11097,1
17116,14909,2
17116,17116,11
17116,18721,1
17116,20759,1
17116,76724,1
17119,471,1
17149,924,1
17159,15361,2
17159,17159,1
17177,2723,1
17177,17177,7
17177,31346,2
17177,33701,1
17177,66192,2
17178,17178,1
17181,16135,1
17187,17187,1
17208,381,1
17208,836,1
17208,1426,7
17208,5143,3
17208,9123,2
17208,11097,1
17208,13618,1
17208,15569,1
17208,16220,2
17208,17208,17
17208,17484,1
17208,17670,2
17208,20372,2
17208,24005,1
17208,28175,1
17208,29128,1
17208,31513,1
17208,32020,1
17208,32248,3
17208,41532,1
17208,49932,1
17208,56593,1
17208,56599,1
17208,62846,1
17222,14913,2
17222,17222,2
17239,6478,1
17239,14913,1
17239,17116,1
17239,17256,1
17239,53479,1
17240,17240,1
17246,13686,1
17248,14904,1
17248,17248,2
17250,17177,2
17250,23358,1
17250,25867,1
17250,30242,1
17250,33570,1
17256,17330,1
17267,471,1
17267,16853,2
17267,17267,1
17271,381,1
17271,17271,2
17271,34333,1
17283,17283,1
17283,69569,1
17290,924,2
17290,6514,1
17290,9123,1
17290,11097,1
17290,12202,5
17290,12345,1
17290,16853,1
17290,17290,12
17290,18098,3
17290,18819,1
17290,21024,2
17290,23198,1
17290,30492,1
17290,33437,1
17290,34270,2
17290,38395,1
17293,3466,1
17302,6478,1
17305,381,2
17305,676,2
17305,964,1
17305,6550,1
17305,10301,1
17305,12241,1
17305,17305,5
17305,17355,1
17305,38096,1
17305,70409,1
17308,10135,1
17309,6478,2
17309,16971,1
17309,17309,1
17310,381,2
17310,836,1
17310,2576,1
17310,11061,1
17310,11097,1
17310,27632,1
17310,28175,2
17310,29587,1
17310,38911,1
17310,39269,1
17310,44039,1
17310,45177,1
17310,53793,1
17310,61916,1
17310,73851,1
17310,89254,1
17313,836,1
17313,16024,1
17313,17313,2
17318,47330,1
17324,17309,2
17324,17324,3
17329,17310,1
17330,21,1
17355,836,1
17359,3151,2
17359,11097,1
17359,17359,2
17381,843,1
17384,15527,1
17384,18874,1
17385,847,1
17385,4710,1
17385,13413,1
17385,24763,1
17392,77282,1
17397,17397,1
17397,66192,2
17397,73920,1
17415,381,1
17415,10135,1
17415,17415,1
17423,471,1
17423,17423,1
17435,836,2
17435,17435,2
17443,14904,1
17443,17443,3
17443,21024,2
17444,836,2
17444,17444,1
17446,21,1
17450,12384,1
17450,17450,1
17484,1426,1
17484,8005,1
17484,8560,1
17484,11097,1
17484,14006,1
17484,17397,1
17484,17484,3
17484,60412,1
17485,16284,1
17486,8005,1
17486,14904,1
17486,17269,1
17486,17486,1
17486,20682,1
17487,28175,1
17501,381,1
17501,4978,1
17503,11097,1
17503,17535,1
17509,16756,1
17518,28020,1
17520,381,1
17520,17520,1
17531,16928,1
17535,17535,1
17535,70747,2
17538,17538,6
17538,28138,4
17538,32882,2
17538,40857,2
17539,26127,1
17539,45264,1
17585,20884,1
17596,381,2
17596,12241,1
17596,17596,1
17601,17397,1
17613,43077,3
17613,67605,1
17613,71705,1
17614,11141,1
17614,17644,1
17618,17618,3
17618,40130,1
17618,42527,3
17619,11121,3
17619,17619,2
17619,71373,1
17635,17290,1
17636,75,1
17636,471,1
17636,2968,1
17636,12241,1
17636,17636,4
17636,23305,2
17636,30472,1
17640,17640,1
17640,28544,1
17640,62097,1
17640,64973,1
17640,66387,2
17646,17646,3
17646,18139,2
17646,18843,1
17663,17692,1
17663,17724,1
17670,16964,1
17696,,1
17696,26,1
17696,843,1
17696,5043,3
17696,8465,1
17696,8820,3
17696,9420,1
17696,13012,1
17696,13296,1
17696,13891,1
17696,14360,6
17696,17310,1
17696,17571,1
17696,17619,1
17696,17696,24
17696,18271,1
17696,20948,1
17696,21433,1
17696,21608,2
17696,21810,1
17696,23718,1
17696,25104,1
17696,26649,3
17696,28628,1
17696,29064,1
17696,30170,1
17696,30693,1
17696,32169,3
17696,33198,1
17696,40659,1
17696,44454,1
17696,46265,3
17696,57691,1
17696,59171,1
17696,59445,1
17696,60503,2
17696,79045,1
17699,471,3
17699,2723,1
17699,16284,1
17699,16704,1
17702,381,1
17702,471,1
17702,17702,1
17702,17800,1
17709,9420,1
17709,16284,1
17709,17709,1
17712,16284,1
17712,17712,1
17727,381,1
17752,28175,1
17768,17768,1
17771,18557,1
17772,8005,1
17772,17772,2
17772,21024,2
17777,381,1
17777,17777,1
17777,31627,2
17780,471,2
17780,14904,1
17780,17780,3
17780,40853,1
17783,381,5
17783,17783,3
17784,15361,3
17784,17784,2
17784,21024,1
17784,65840,1
17794,381,1
17800,16294,2
17800,17800,1
17806,15693,1
17806,17450,1
17806,17806,1
17814,11097,2
17814,16284,1
17814,17814,1
17815,1077,1
17815,13686,1
17815,17815,1
17841,11097,1
17841,17841,1
17877,836,2
17877,11097,1
17877,17877,1
17877,20445,1
17886,434,1
17886,676,1
17888,21,1
17888,381,1
17888,11097,1
17888,17888,1
17908,381,1
17913,12876,1
17913,16284,1
17913,17913,1
17916,17916,3
17916,18487,1
17916,65131,2
17916,68023,1
17916,73441,1
17916,76801,1
17933,676,1
17937,19051,1
17939,676,1
17947,9314,1
17947,66405,1
17957,381,2
17957,17957,1
17957,25742,1
17959,917,1
17959,11097,2
17959,13012,1
17959,14913,1
17959,15527,3
17959,17959,4
17959,18843,1
17959,42058,2
17960,,1
17960,676,1
17962,471,1
17962,17962,1
17971,381,1
17971,471,1
17971,17971,1
17972,11136,1
17972,17972,1
17987,11097,1
17987,17987,1
17987,50416,1
18000,381,2
18000,836,1
18000,5144,1
18000,8820,1
18000,18000,4
18001,8820,1
18001,18001,2
18001,52284,1
18012,381,2
18012,15361,1
18012,17696,1
18012,18012,3
18014,381,1
18014,18014,1
18019,18019,1
18022,20834,1
18028,381,3
18028,18028,3
18039,18039,1
18039,20635,1
18040,23305,1
18047,381,1
18058,18058,1
18077,5044,1
18077,8820,1
18077,18077,2
18098,676,1
18098,11097,1
18098,14913,4
18098,16853,1
18098,18098,5
18098,54096,1
18098,54617,1
18098,54924,1
18102,16284,1
18111,18019,1
18115,11097,1
18120,18120,1
18139,21,1
18139,13727,1
18139,18139,2
18139,24712,1
18139,71218,1
18150,676,2
18150,836,1
18150,6550,1
18150,11062,1
18150,14691,2
18150,18150,5
18150,60851,1
18150,65767,1
18150,75552,1
18150,86811,1
18156,21449,1
18164,14518,1
18179,11097,1
18179,18179,1
18184,381,1
18184,676,1
18184,18184,1
18189,9988,1
18189,18189,1
18195,14779,1
18195,17696,1
18195,18195,2
18203,29566,1
18207,8878,1
18207,12527,1
18207,17208,1
18221,11097,1
18221,18221,1
18227,555,1
18227,6478,1
18227,15412,1
18227,52089,1
18227,60954,1
18235,381,1
18240,376,2
18240,4710,1
18246,18246,1
18247,18247,6
18247,55122,1
18247,64377,1
18247,66974,4
18247,71218,1
18247,71918,2
18247,78870,1
18249,18249,1
18249,39640,2
18282,836,1
18282,18000,1
18282,18120,2
18282,18282,1
18295,471,3
18295,14913,1
18295,18295,2
18303,53300,1
18306,381,1
18313,44039,1
18315,8005,1
18315,9123,1
18315,14904,1
18315,18315,2
18315,19161,1
18321,13012,1
18321,16284,1
18321,18295,1
18321,18321,1
18353,676,2
18353,18353,1
18353,24024,1
18369,471,1
18369,18369,1
18375,1426,3
18375,18375,7
18375,28175,1
18375,30335,2
18375,47149,1
18401,18401,1
18401,55122,1
18401,67483,1
18409,381,1
18409,18409,1
18414,21,1
18414,3592,1
18414,18414,2
18416,836,2
18416,14125,1
18416,18416,1
18416,40226,1
18417,434,1
18417,13417,2
18418,11097,1
18418,17538,1
18418,34028,1
18418,37109,1
18418,44811,1
18429,6478,1
18429,9135,1
18429,18429,1
18434,4683,1
18434,8560,1
18434,13012,1
18434,13330,1
18434,13672,1
18434,18434,8
18434,35644,1
18434,39076,1
18434,41240,1
18434,41535,1
18434,42275,1
18434,42422,1
