UserId;OwnerUserId;NbrOfFavoritevotes
5041;12867;1
13901;11064;1
5041;16542;1
5041;16548;1
511;5143;1
511;913;1
511;886;1
511;14392;1
511;15617;1
511;1174;1
511;97;1
511;5091;1
16511;2830;1
5041;16135;1
5041;10344;1
16590;131;1
92;16570;1
108;11044;1
16611;158;1
16617;2489;1
10620;11044;1
8113;11044;1
16379;16511;1
16379;11044;1
16379;16570;1
16379;10114;1
10620;7966;1
16680;12377;1
16680;16680;2
16680;793;1
16680;5342;1
15361;16680;1
9123;3167;1
10620;2861;2
16737;227;1
15837;11097;1
13220;12443;1
1151;12443;1
14310;10907;1
14602;15613;1
16791;16791;1
6478;555;1
16749;16749;1
16822;11044;1
13694;721;1
16845;97;1
6385;16753;1
16866;4637;1
6529;16854;1
15992;989;1
13736;13686;1
16898;84;1
16379;16683;1
16914;6536;1
16923;1131;1
16865;16865;1
16083;5211;1
14265;721;1
16083;227;1
16083;8860;1
3377;16939;1
14789;14789;2
13901;12515;1
14707;16928;1
13011;3591;1
16998;9771;1
1137;16992;1
9774;9774;2
15527;15690;1
13878;12377;1
17022;17022;1
17038;12294;1
16862;5283;1
17052;684;1
14876;14876;1
17063;2725;1
16964;16964;1
16853;14898;1
14736;16101;1
10620;16964;1
17104;2643;1
10620;12443;1
15361;895;1
13855;7966;1
16820;84;1
16680;1151;1
17104;13688;1
17104;10815;1
17104;12462;1
12363;16816;1
326;97;1
15361;250;1
8563;989;1
462;2471;1
10620;13736;2
836;16964;1
10101;26;1
17171;13518;1
17177;13915;1
10273;989;1
836;17178;1
16399;97;1
16399;14898;1
8028;16964;1
17177;88;1
17204;9511;1
17212;663;1
16083;88;1
10990;8206;1
14789;17085;1
16863;15933;1
16024;2504;1
16083;14267;1
17214;17239;1
10273;2471;1
13220;5103;1
10273;890;1
17280;793;1
17284;793;1
17308;17308;1
843;16024;1
10620;17308;1
17323;11097;1
10620;1138;1
10620;15933;1
15361;1138;1
17341;2533;1
17341;116;1
10620;5091;1
10273;793;1
17171;2489;1
813;17344;1
17386;721;1
17387;974;1
4710;17385;1
12384;17085;1
9814;12515;2
17403;9035;1
10620;15690;1
9943;17305;1
17439;2790;1
16892;17085;1
836;16764;1
9816;5143;1
10462;8860;1
17463;9992;1
16863;9988;1
17489;16050;1
17269;17305;1
17269;989;1
2616;895;1
17487;17487;1
17153;8960;1
17520;17520;1
17529;17305;1
17531;989;1
17531;157;1
17531;895;1
16774;17469;1
10620;12867;1
10915;10915;1
17538;17518;1
17539;9249;1
3377;17518;1
5177;16050;1
5177;7923;1
17568;13508;1
17572;9793;1
17606;5143;1
17269;16829;1
10620;10894;1
17397;16829;1
17633;456;1
17633;66;1
17614;17583;1
17659;17659;1
17397;17571;1
17687;8820;1
10620;26;1
13220;16310;1
13220;26;1
16964;843;1
17708;16310;1
77;974;1
17702;17702;1
4799;16058;1
17746;663;1
17750;2725;1
5041;17752;1
10879;10879;3
10834;10834;1
17763;12443;1
9814;15801;1
17778;434;1
17781;17571;1
3377;12515;1
14904;15762;1
15361;17784;1
16083;12515;1
16914;5342;1
16914;10085;1
10462;10314;1
10620;17828;1
13220;15693;1
17783;15569;1
16083;1133;1
17881;17619;1
17889;16676;1
17881;17886;1
14925;15569;1
16379;15762;1
10620;17899;1
10620;9197;1
17908;17908;1
54;5;1
111;36;1
146;136;1
146;134;1
92;173;1
136;136;1
227;116;1
227;158;1
227;157;1
227;96;1
136;227;1
159;250;1
159;26;1
227;227;2
157;227;1
320;250;1
323;227;1
326;227;1
225;227;1
359;227;1
146;273;1
386;227;1
84;227;1
463;113;1
463;227;1
494;227;1
454;227;1
544;456;1
562;456;1
292;434;1
629;456;1
454;88;1
587;663;1
673;122;1
478;227;1
434;434;1
723;534;1
723;227;1
743;663;1
399;250;1
554;663;1
456;434;1
769;434;1
782;663;1
53;434;1
433;663;1
736;721;1
736;434;1
801;179;1
808;158;1
554;122;1
780;227;1
836;227;1
869;113;1
97;663;1
891;663;1
550;890;1
550;227;1
906;227;1
906;906;2
846;84;1
869;227;1
935;227;1
227;906;1
961;663;1
973;913;1
723;886;1
569;322;1
386;886;1
88;846;1
723;906;1
97;227;1
891;227;1
1034;84;1
1018;403;1
1048;173;1
1051;122;1
1051;1028;1
119;890;1
113;426;1
961;960;1
84;84;1
913;913;1
56;122;1
56;227;1
56;173;1
1083;663;1
868;913;1
1103;663;1
1103;913;1
935;913;1
935;663;1
935;84;1
935;890;1
782;913;1
454;913;1
454;113;1
97;913;1
723;913;1
1140;66;1
1085;728;1
272;1147;1
1165;1165;1
1179;1147;1
92;1174;1
743;84;1
633;1021;1
97;941;1
1259;917;1
723;890;2
921;158;1
1021;434;1
961;1315;1
1353;403;1
1315;1315;1
1006;1097;2
723;434;1
1369;434;1
836;1097;1
1369;989;1
1369;173;1
1401;989;1
2432;227;1
2432;173;1
2432;136;1
2452;289;1
2452;157;1
2455;227;1
2452;199;1
2467;434;1
723;84;1
723;836;1
723;979;1
836;2471;1
2471;890;1
2477;122;1
1427;157;1
1387;836;1
2452;895;1
2534;199;1
802;728;1
2544;728;1
2544;895;1
988;895;1
964;895;1
97;895;1
2580;227;1
2583;136;1
2595;989;1
2597;895;1
2452;136;1
1427;136;1
1427;2489;1
2629;989;1
2629;1138;1
2452;663;1
802;2643;1
2660;2489;1
802;2661;1
2452;2661;1
2567;1163;1
961;192;1
1152;895;1
1131;157;1
2452;728;1
2757;192;1
941;2750;1
2452;2798;1
2750;2750;1
1151;1151;2
2820;1147;1
1156;802;1
736;157;1
906;2830;1
2697;2850;1
97;802;1
97;2661;1
2697;979;2
2903;1117;1
2903;2489;1
2905;2756;1
736;227;1
2902;227;1
2876;1242;1
2958;2958;1
2958;1163;1
2954;227;1
2867;2916;1
2980;227;1
3003;2916;1
3004;2979;1
1156;2841;1
2979;2979;1
3003;1315;1
2528;895;1
3051;173;1
3081;1315;1
816;1281;1
3163;426;1
3202;1131;1
3209;227;1
1385;663;1
3241;3215;1
3241;3232;1
3241;838;1
97;403;1
723;97;2
988;2958;1
3306;3263;1
3329;2883;1
2969;989;1
1037;989;1
1151;426;1
1151;2661;1
3370;434;1
3377;3360;1
723;989;1
723;3289;1
723;555;1
1151;97;1
3396;2533;1
3416;3390;1
3421;173;1
1151;3283;1
3432;36;1
1151;1235;1
2461;456;1
2461;836;1
3508;36;1
3513;3513;1
2969;3539;1
3564;989;1
633;3568;1
633;3526;1
3581;3436;1
3582;3167;1
1048;1048;1
3610;227;1
3608;227;1
3569;3550;1
3615;3615;2
633;802;1
633;3159;1
494;3159;1
1156;456;1
1156;4620;1
555;275;1
3317;721;1
4714;895;1
4715;3159;1
3116;3159;1
883;721;1
4742;721;1
4742;84;1
4742;3054;1
97;1047;1
4764;3513;1
4766;3057;1
2724;4719;1
723;4692;1
4799;4692;1
4799;1386;1
4815;250;1
3185;496;1
4710;2475;1
4828;4717;1
3566;3223;1
4846;84;1
3327;2725;1
4867;2861;1
4717;3215;1
545;1235;1
3105;2725;1
4916;426;1
723;4967;1
4972;3223;1
4766;97;1
4980;3550;1
2889;136;1
723;1242;1
4999;4999;1
5005;227;1
3106;3106;1
3470;1097;1
5028;3223;1
3083;1242;1
3083;3054;1
3377;5075;1
555;555;1
192;192;1
5115;534;1
5115;227;1
5123;227;1
5170;3498;1
5170;173;1
5173;136;1
5177;3159;1
5177;4717;1
5091;5091;1
3232;3232;1
5228;1127;1
5233;5019;1
5242;721;1
5243;4804;1
5246;3580;1
5246;989;3
5250;895;1
5246;691;1
5246;122;1
5246;250;1
2724;5110;1
2724;4686;1
5243;227;1
5287;5172;1
5287;5266;1
2723;5290;1
5295;2723;1
5315;1131;1
2723;3615;1
5246;2475;1
3377;5342;1
723;1047;1
454;2723;1
454;3159;1
2812;890;1
5243;5356;1
3132;1048;1
6408;1138;1
6408;434;1
6408;1097;1
3132;4662;1
5224;5283;1
812;88;1
3132;6419;1
6467;;1
1131;847;1
6472;895;1
1266;793;1
6482;6469;1
2452;5342;1
562;2725;1
2457;84;1
3132;725;1
3132;3615;1
6422;;1
5246;1138;1
5246;88;1
5246;1047;1
6520;5199;1
5224;3132;1
5224;3466;1
5246;3047;1
6529;847;1
921;173;1
6518;5029;1
6557;;1
6557;227;1
6557;434;1
6557;426;1
6557;3436;1
6562;989;1
6567;3466;1
6567;88;1
6567;434;1
6567;6419;1
6567;2742;1
6567;5199;1
6567;5043;1
2452;5246;1
723;5246;1
6576;227;1
6576;84;1
3132;5246;1
633;5246;1
633;4813;1
633;6559;1
633;6572;1
6591;122;1
5374;303;1
5374;88;1
3132;303;1
914;847;1
6529;4933;1
723;802;1
723;322;1
723;2661;1
723;986;1
723;403;1
723;192;1
723;4719;1
6529;4695;1
6615;6611;1
5043;5043;1
6626;4695;1
6637;663;1
1048;1315;1
5246;6685;1
5243;303;1
6391;295;1
1156;474;1
1156;7715;1
813;6644;1
813;7723;1
303;303;1
3377;7722;1
3298;4933;1
6422;663;1
6640;5246;1
7762;7762;1
5170;7712;1
7776;5095;1
6640;7723;1
6640;227;1
6640;97;1
1010;434;1
1010;906;1
1010;5283;1
5184;5184;1
2452;426;1
7821;534;1
6613;5143;1
2452;3615;1
3470;426;1
7838;5342;1
7838;3615;1
7838;5143;1
723;426;1
2452;227;1
3132;227;1
3132;7811;1
7751;3615;1
5312;7750;1
2452;2475;1
2452;7873;1
536;227;1
7867;7867;2
7886;2507;1
3105;5143;1
2452;5143;1
7872;5143;1
1156;3540;1
7878;5143;1
7922;5143;1
7919;3159;1
2576;5143;1
7930;7923;1
816;5143;1
3377;5143;1
4799;5143;1
4799;5246;1
4799;7873;1
7950;5143;1
5323;5143;1
97;7923;1
7981;227;1
7964;5203;1
7964;5143;1
1003;7977;1
7872;7999;1
723;5143;1
1097;721;1
8035;3108;1
5246;3328;1
5377;7969;1
534;7977;1
5224;136;1
8037;8037;1
7950;227;1
7950;7977;1
8069;227;1
2742;3430;1
3377;8074;1
8080;721;1
2666;5203;1
8085;227;1
723;7999;1
525;227;1
8106;227;1
5255;895;1
5243;5246;1
5243;4717;1
8143;1138;1
3268;2726;1
4621;8145;1
5243;97;1
8175;426;1
8180;3550;1
7950;7966;1
5243;2725;1
5243;895;1
8228;721;1
3377;8214;1
2699;227;1
6408;158;1
8241;8195;1
8264;8244;1
8266;8214;1
8286;434;1
8286;5143;1
8286;3615;1
8298;426;1
536;4637;1
5255;84;1
3375;434;1
8305;6683;1
8352;8357;1
5243;84;1
8380;426;1
8384;7720;1
8394;8214;1
5103;26;1
2666;2471;1
723;8417;1
289;1097;1
8471;2725;1
8472;227;1
8472;3390;1
8472;7887;1
723;8505;1
26;8524;1
2452;8310;1
8538;728;1
3377;8524;1
8540;5283;1
8540;227;1
170;122;1
8570;227;1
8570;836;1
723;8030;1
723;8074;1
8586;8123;1
2516;890;1
8548;6469;1
433;8158;1
7740;8145;1
8479;8488;1
723;5203;1
723;8214;1
3377;2723;1
8681;2723;1
8770;8643;1
8681;979;1
8681;895;1
1048;7867;1
8809;227;1
8149;989;1
8681;989;1
8415;989;1
8310;8310;1
8846;7977;1
8846;418;1
8852;426;1
8880;989;1
8413;8869;1
8413;7923;1
8413;4717;1
8413;5091;1
8892;8869;1
812;97;1
8908;989;1
723;8869;1
462;4637;1
8923;1314;1
8943;97;1
8413;227;1
8413;836;1
8954;721;1
8953;8944;1
8953;4836;1
313;890;1
2980;8944;1
9014;2792;1
8780;6568;1
5103;2723;1
2452;8320;1
9084;227;1
9085;9011;1
5250;227;1
5250;173;1
5250;890;1
5250;97;2
5250;2471;1
5250;157;1
5250;2661;1
5250;250;1
5250;886;1
5250;913;1
5250;179;1
5250;84;1
5250;555;1
5250;1131;1
5250;88;1
5250;122;1
5250;2830;1
5250;3167;1
5250;1138;1
5250;3159;1
5250;5246;1
5250;838;1
5250;793;1
5250;836;1
5250;133;1
5250;6685;1
5250;158;1
26;802;1
5170;3159;1
9121;721;1
9140;227;1
9140;5342;1
5177;3466;1
8413;158;1
9186;8944;1
454;5091;1
723;8357;1
9194;227;1
9174;66;1
9243;9218;1
9245;836;1
723;14925;1
23283;21473;1
23283;18790;1
23283;9465;2
23283;895;1
23283;836;1
23283;2471;1
17290;97;1
23325;456;1
3083;122;1
10620;886;1
723;793;1
2455;26;1
23376;13518;1
13100;12858;1
23366;23264;1
23396;1138;1
23410;17696;1
14588;11097;1
23415;10327;1
23427;158;1
10241;97;1
23186;5143;1
14588;17696;1
14560;5091;1
11007;21560;1
21433;2653;1
14703;23457;1
14602;21560;1
23466;1097;1
23471;836;1
10620;4978;1
23440;23440;1
1244;15569;1
723;20544;1
23515;8820;1
23523;26;1
2544;13100;1
23541;8357;1
23541;1406;1
13100;8310;1
7763;13100;1
26;21775;1
23573;13100;1
21731;11097;1
13213;23492;1
23614;6403;1
20337;13100;1
23658;13100;1
4699;13100;1
8541;5184;1
11007;14904;1
17290;12533;1
17290;895;1
9759;18369;1
17992;17619;1
23614;122;1
23614;906;1
23614;1097;1
23614;8643;1
23614;4676;1
12399;13100;1
14360;12515;1
23283;12515;1
9388;9388;1
21024;21560;1
23745;7715;1
16371;14112;1
12527;20372;1
6464;16024;1
21433;14200;1
8262;17947;1
49893;21560;1
16213;13100;1
14560;3167;1
4749;15412;1
23844;793;1
9812;13100;1
17116;17116;1
23848;5091;1
16213;11141;1
14360;11141;1
23601;4953;1
23601;989;1
23895;6469;1
2969;5342;1
2852;22080;1
723;11097;1
13213;2723;1
12527;15961;1
23954;16753;1
23945;23945;1
12534;5342;1
20722;12377;1
23601;8409;1
23977;13736;1
11061;1151;1
16693;8409;1
13213;23567;1
16213;21080;1
9191;19147;1
23660;5241;1
16213;24003;1
23803;8820;2
24025;3167;1
24029;8145;1
24032;9608;1
13165;5143;1
24062;8320;1
24053;24053;2
16866;22068;1
16213;8820;1
16213;982;1
8501;14925;1
24119;21254;1
10904;13891;1
17965;13165;1
10155;886;1
16213;20298;1
13736;17907;1
3236;15533;1
24028;8643;1
13100;24153;1
11061;12377;1
11061;13154;1
14360;24153;1
24207;895;1
14360;15533;1
723;15533;1
14602;23567;1
24240;989;1
24240;4836;1
24240;895;1
24263;11097;1
17921;8357;1
24276;12739;1
16213;97;1
24278;917;1
285;14393;1
24305;24077;1
14736;588;1
723;5043;1
13413;13413;1
9465;15569;1
891;10300;1
23620;17116;1
20585;17313;1
17768;895;1
24157;24157;1
24346;24346;2
24391;97;1
24368;1097;1
24394;3167;1
24392;23262;1
21924;227;1
20978;14904;1
20978;13736;1
24413;8320;1
10464;793;1
16213;8409;1
1137;8409;1
24443;2533;1
24447;5342;1
21024;24355;1
9191;5091;2
24463;227;1
24468;9445;1
24468;24053;1
24468;24468;1
16611;8820;1
16213;21795;1
15412;10879;1
14560;24493;1
14560;;2
24202;2979;1
24202;5199;1
24519;8318;1
24510;721;1
24522;3250;1
20396;15303;1
24547;8820;1
24549;18632;1
24550;8960;1
21024;843;2
24552;989;1
13457;13457;1
13809;24494;1
676;10879;1
14588;21795;1
14588;227;1
24569;14604;1
24547;989;1
21023;9053;1
24550;13413;1
24620;227;1
24550;11097;1
21731;989;1
14560;24355;1
14560;13517;1
14560;20585;1
146;24635;1
24550;15604;1
24660;426;1
24662;14684;1
24662;10523;1
24662;16764;1
24674;2830;1
24662;10938;1
15231;20594;1
10620;23480;1
16611;2723;1
23640;23640;1
23416;8820;1
14360;133;1
24218;17659;1
4784;9724;1
24733;17596;1
24733;1244;1
24733;16723;1
24733;71;1
24733;3526;1
24733;4800;1
24737;8643;1
676;24742;1
17613;890;1
24733;2861;1
24733;895;1
24733;;1
24733;6469;1
16213;227;1
24765;13046;1
676;133;1
676;24259;1
24202;13154;1
5041;15946;1
24848;8820;1
24855;11097;1
2781;2781;1
24871;3057;1
24871;8960;1
10620;24790;1
24240;10462;1
24912;1386;1
11097;434;1
23803;23416;1
23803;21024;2
23803;23480;1
23803;9053;1
23803;11097;1
23803;20392;1
23803;;1
23803;24493;1
23803;24346;1
23803;13413;1
23803;15533;2
23803;989;1
23803;88;1
23803;20635;1
23803;24153;1
23803;17907;1
23803;16251;1
17965;15343;1
15527;24837;1
24180;2533;1
24972;456;1
24975;24938;1
21385;14999;1
23305;24980;1
23305;663;1
16213;14909;1
24879;5091;1
14684;13154;1
25032;8842;1
25035;684;1
25035;2750;1
13033;456;1
17596;17596;1
23803;14909;2
24885;24885;12
10049;10049;1
18111;14909;1
18111;21560;1
15527;10049;1
9621;5342;1
24871;24830;1
24871;10049;1
24871;24994;1
25123;5342;1
14707;10049;1
25138;14684;1
14360;97;1
25170;25161;1
14588;13154;1
25179;20487;1
25123;3281;1
25123;25167;1
12363;6403;1
23305;15664;1
15613;15613;1
23601;8337;1
25227;1151;1
25236;12580;1
23305;3314;1
24550;8820;1
21731;895;1
23620;426;1
25246;8842;1
15090;13450;1
15361;24885;1
24662;25243;1
25265;989;1
25266;8409;1
6637;12377;1
25288;227;1
23346;8409;1
24830;12206;1
20803;8820;1
24830;3615;1
10620;13625;1
723;23710;1
23305;23305;1
2504;23305;1
23305;16097;1
25339;12206;1
25351;12377;1
24662;23710;1
17557;8820;1
24830;14909;1
25384;10345;1
23949;13809;1
25388;16148;1
319;5143;1
25238;24980;1
10155;18195;1
723;14909;1
6619;12983;1
21024;13518;1
13517;97;1
23803;24885;1
23803;13625;1
23803;23710;1
25425;227;1
25470;3430;1
10389;10462;1
10389;13518;1
10389;24885;1
25487;13023;1
21959;13182;1
723;895;1
25497;23714;1
10902;17596;1
16213;13291;1
25521;10114;1
8501;21659;1
25536;13736;1
25540;989;1
13291;13291;1
23305;7923;1
15527;25537;1
5257;5257;1
25573;8820;1
16379;25537;1
10253;16050;1
25584;721;1
2534;9033;1
16213;25429;1
5177;25592;1
676;25618;1
5257;25623;1
23305;14946;1
25642;12473;1
25642;16147;1
25640;21194;1
25659;989;1
25659;227;1
15412;23837;1
25677;1151;1
25678;25488;1
2680;16964;1
24830;97;1
24830;5143;1
10902;9270;1
16213;25636;1
13977;25611;1
25728;6465;1
25728;2661;1
25729;13023;1
7720;8820;1
25749;1151;1
25757;721;1
16379;25590;1
25777;13736;1
25777;14360;1
24077;24077;1
1289;25611;1
3377;1151;1
23759;8409;1
20618;20618;1
25842;24980;1
837;17116;1
10902;20974;1
10464;16244;1
25867;5297;1
25874;989;1
10902;5342;1
25174;122;1
25899;20974;1
23173;18686;1
25295;24346;1
24871;5043;1
16379;24994;1
25958;989;1
24662;14007;1
25967;1151;1
25973;16050;1
12635;8820;1
23906;20448;1
10902;20585;1
26000;4717;1
26010;8820;1
26025;15686;1
13568;13154;1
2576;3591;1
24830;24346;1
10273;3108;1
23803;3167;1
15412;26061;1
26068;12250;1
26083;26083;2
14560;25640;1
2724;793;1
26110;13686;1
26117;1021;1
25759;8820;1
13977;3591;1
14560;3250;1
21995;8338;1
