UserId;OwnerUserId;NbrOfFavoritevotes
25640;989;1
25419;3591;1
26161;989;1
26162;8820;1
17546;21691;1
26173;14684;1
26180;25891;1
17925;14009;1
26187;8820;1
24202;14007;1
24202;13023;1
8501;474;1
24662;16964;1
26236;21272;1
17313;17313;1
26276;8820;1
2797;23710;1
17020;8409;1
15412;18246;1
723;21560;2
13100;1315;1
13100;17309;1
13100;13881;1
26357;8820;1
26363;12438;1
14360;8820;1
723;23640;1
723;23457;1
26413;23245;1
15412;26409;1
23803;4978;1
23803;26235;1
26257;26425;1
26441;23262;1
26457;474;1
26461;11097;1
17384;17384;1
26485;26474;1
26487;21686;1
9885;1151;1
723;16683;1
723;8820;1
26509;8320;1
15412;;1
26519;26474;1
26519;26317;1
26520;1151;1
13518;13518;1
26356;26535;1
24662;25429;1
22053;14533;1
25295;23567;1
24593;13100;1
23894;13891;1
4920;10462;1
26590;14684;1
13736;26474;1
26515;434;1
16213;14393;1
26626;227;1
6567;6567;2
26596;10155;1
26596;25448;1
10620;26643;1
23515;989;1
26685;2725;1
21995;26671;1
201;3591;1
8005;2647;1
10620;14909;1
21433;24830;1
6567;20544;1
16648;4637;1
26423;22075;1
15412;15412;1
26519;21560;1
26141;5043;1
26141;1406;1
24996;23213;1
26718;16024;1
26523;3591;1
1266;4836;1
26740;12515;1
26741;434;1
26747;9249;1
26596;19161;1
26596;17359;1
26759;843;1
26768;97;1
26596;13508;1
26596;14652;1
26774;16148;1
24856;18744;1
15412;26408;1
26780;8820;1
5320;3223;1
26787;20618;1
10620;20389;1
26799;26799;1
10155;11097;1
26596;890;1
25359;14895;1
16510;793;1
3472;793;1
21024;10972;1
25359;24813;1
26596;26775;1
26596;10915;1
26596;12377;1
836;26643;1
23803;227;1
23803;25217;1
26535;12443;1
25104;26872;1
26791;16050;1
26916;26856;1
26917;17310;1
836;26872;1
21323;19040;1
15106;8643;1
15106;157;1
26596;2661;1
15508;3167;1
5170;7873;1
16213;989;1
15508;27000;1
27006;20544;1
10172;11097;1
27013;721;1
12290;9420;1
27016;721;1
27026;14684;1
27000;27000;1
27000;17484;1
27000;721;1
27038;21272;1
27039;11097;1
17122;8820;2
26887;8820;1
10193;17208;1
19207;1133;1
19207;15984;1
23864;12377;1
27107;20544;1
23803;27000;1
23803;2576;1
23803;1151;1
27111;27093;1
14602;27129;1
27142;295;1
20463;9465;1
5320;5342;1
5320;3615;1
24202;9465;1
9257;8774;1
23614;25766;1
17564;25766;1
27175;3151;1
27177;6465;1
10273;21464;1
18888;15412;1
26413;26413;1
26413;10943;1
10620;27135;1
27218;13235;1
7952;27135;1
21385;14684;1
27224;11097;1
27187;25766;1
27187;27094;1
24305;97;1
27255;8820;1
27265;13179;1
27229;12473;1
27171;27250;1
12985;5143;1
27295;2471;1
27295;9690;1
25339;97;1
5041;27303;1
27316;8774;1
21867;26;1
25759;989;1
14678;986;1
27385;16148;1
26141;8820;1
21867;8820;1
25759;886;1
16162;843;1
16162;12378;1
13548;24742;1
8005;23567;1
27250;23567;1
21024;8016;1
27058;13046;1
27447;158;1
27449;8820;1
27470;16148;1
21959;10094;1
13087;11141;1
15091;4717;1
27420;8820;1
24846;5342;1
15091;8944;1
20978;14684;1
15091;3057;1
27503;2489;1
27503;23971;1
27520;434;1
18973;157;1
26019;26019;1
27552;5041;1
27564;8820;1
20980;4695;1
9191;1133;1
9191;3615;1
9191;917;1
16199;16097;1
27573;122;1
27359;8820;1
10620;27194;1
20313;5091;1
27614;27614;1
20492;27450;1
18092;18315;1
16680;989;1
27642;2861;1
10806;8409;1
27250;12710;1
27685;434;1
27688;10523;1
27731;20978;1
27749;15613;1
27749;4821;1
27758;17699;1
25157;8820;2
26755;721;1
21608;25100;1
21024;27741;1
27788;1097;1
27788;1315;1
27788;14368;1
27788;14909;1
12676;27756;1
27823;434;1
12384;27616;1
27831;10114;1
26596;84;1
10746;1406;1
27693;12343;1
27760;27741;1
16379;20974;1
27847;23714;1
27279;8820;1
10620;12947;1
27886;16244;1
27685;12911;1
27685;1315;1
27685;20974;1
27685;3513;1
27685;2916;1
27685;906;1
3257;8820;3
27000;11097;1
27908;20974;1
25217;27797;1
17192;5342;1
27918;8820;1
15837;14310;1
27740;27740;1
27255;9053;1
27933;11097;1
9203;8820;1
6567;16244;1
26774;8820;1
27967;793;1
26991;989;1
14588;5342;1
14922;18734;1
27984;17310;1
27758;15064;1
27250;17310;1
27213;27213;1
28021;721;1
10620;28011;1
26977;27992;1
21024;27906;1
16866;721;1
28047;2471;1
10620;17267;1
10620;21642;1
27992;27992;1
28066;4968;1
28067;11097;1
10464;1138;1
13927;12473;1
28081;28081;1
21319;20544;1
27992;2489;1
1266;97;1
24968;8820;1
28177;8820;1
27741;27741;1
28192;133;1
26761;26761;1
18864;27992;1
27522;2653;1
28218;8820;1
28225;26;1
3083;28231;1
14360;77;1
77;16310;1
26755;84;1
26755;122;1
26755;8820;1
26755;426;1
15527;28231;1
8541;15064;1
16213;28012;1
28276;989;1
18446;5143;1
18446;847;1
16648;5246;1
16510;10462;1
28283;3466;1
3255;13450;1
28291;1151;1
399;11097;1
28308;2653;1
10620;26163;1
28054;8820;1
27107;16764;1
28328;77;1
28336;21268;1
28338;9465;1
5041;5041;1
28344;28344;1
28369;13686;1
723;27436;1
723;27135;1
723;26643;1
15412;24885;1
17175;21560;1
3255;8820;1
25984;97;1
3255;13809;1
28384;26085;1
28115;28435;1
28442;28012;1
28446;27991;1
27145;9724;1
66;14136;1
813;793;1
28461;97;1
27127;989;1
21319;17310;1
14017;989;1
11027;9465;1
28481;3167;1
10620;201;1
28492;14684;1
17020;11097;1
27840;9035;1
27840;26464;1
27840;8960;1
28514;97;1
28258;227;1
28530;17310;1
28534;13023;1
25571;227;1
28555;5342;1
28556;434;1
28559;16235;1
28328;12202;1
28568;16148;1
28577;21560;1
17290;3591;1
12527;3591;1
28593;27938;1
836;5211;1
20463;8820;1
28603;26;1
28623;28012;1
21962;97;1
17368;588;1
9629;20884;1
28645;13736;1
10620;15464;1
21959;21024;1
28663;5143;1
26774;25289;1
23977;15412;1
28681;26163;1
28685;16096;1
21323;14789;1
28115;2647;1
20800;14360;1
10620;25217;1
10620;25922;1
10620;1021;1
28703;13736;1
24053;9445;1
28710;8820;1
1228;895;1
8237;721;1
4765;97;1
16680;1426;1
28752;24526;1
3472;1151;1
18423;474;1
15412;14675;1
28599;28599;1
28795;14675;1
27767;8820;1
28115;21254;1
28811;13518;1
28807;23090;1
9157;8820;1
23977;21560;1
26917;28815;1
23614;3232;1
28889;15663;1
21767;14684;1
10620;27007;1
27250;14675;1
9157;26425;1
28732;28732;1
399;14675;1
28961;14675;1
16338;158;1
28967;8820;1
13145;28941;1
28225;8820;1
28987;3255;1
28987;84;1
15412;5203;1
25984;14675;1
399;26709;1
29051;8774;1
16366;9053;1
20614;793;1
49226;49226;2
80120;50204;1
40156;25359;1
80140;80140;1
41209;21560;1
13348;44456;1
67565;13450;1
67565;886;1
80171;80171;1
29131;13154;1
67203;59488;1
80183;23710;1
77420;66295;1
79790;17310;1
67565;26800;1
67565;88;1
79777;38395;1
66311;21560;1
73393;79926;1
38911;49598;1
25117;65027;1
31219;59136;1
80210;28175;1
59208;44456;1
53276;23600;1
29781;51512;1
67321;28241;1
13623;25636;1
80243;18303;1
16212;62990;1
62360;14310;1
80263;16148;1
42478;76530;1
32390;16753;1
63096;41929;1
76022;21254;1
40665;20429;1
74282;49590;1
80292;27194;1
78780;39982;1
79790;10462;1
45696;45892;1
73674;78838;1
78790;63096;1
61136;28175;1
67536;2647;1
33660;11097;1
55122;63096;1
8361;2893;1
80361;50862;1
64193;13450;1
80105;58905;1
8251;793;1
8251;30036;1
38911;67292;1
70832;97;1
80385;35386;1
79118;78739;1
52171;23644;1
67221;2647;1
10383;50247;1
38911;58433;1
41771;80380;1
42229;917;1
73053;73053;1
20884;1151;1
80406;80406;4
80408;78269;1
14671;793;1
55122;79723;1
4968;33386;1
80325;80325;1
42787;11097;1
59975;20766;1
16510;11074;1
80444;31626;1
80450;39461;1
62309;16236;1
58008;21560;1
59491;728;1
80461;21707;1
80469;16148;1
79659;17178;1
17178;17178;1
78935;97;1
47340;46740;1
74855;74855;2
30931;58589;1
61052;40965;1
55122;33335;1
80380;80380;1
80508;15064;1
52089;46703;1
21291;55027;1
80528;2504;1
80531;41807;1
80550;13518;1
55122;47439;1
6619;30995;1
79659;80559;1
31219;62990;1
80583;37461;1
76202;76202;1
31186;52087;1
80482;80482;1
79133;51209;1
65153;58789;1
8298;80221;1
52927;14895;1
60013;14360;1
80610;39461;1
80616;80221;1
80618;29580;1
38911;80406;1
26259;80221;1
57566;21560;1
73272;80221;1
16379;73609;1
74725;54115;1
80645;51836;1
80652;13450;1
20429;28175;1
57148;33194;1
38688;52816;1
46883;29606;1
8752;80221;1
80663;78232;1
80664;69391;1
80671;2723;1
80673;39461;1
2544;1330;1
80676;67602;1
15106;47149;1
46038;18632;1
79195;79195;2
78935;27607;1
56748;51129;1
9629;67135;1
53812;45616;1
80120;38047;1
57483;57028;1
53812;51836;1
67536;15412;1
80712;80712;1
59892;80241;1
67294;27983;1
80725;34165;1
80725;5143;1
2673;35420;1
40665;40665;3
73414;54771;1
80734;10462;1
41728;80241;1
80734;46740;1
80741;26;1
40665;74855;1
55122;79195;1
52375;5091;1
5354;29353;1
57781;68742;1
68327;78250;1
80767;20618;1
55122;80727;1
56996;56996;1
41728;79915;1
79915;60105;1
40916;79195;1
77470;13023;1
77470;43472;1
80814;80789;1
80817;80506;1
77324;15613;1
80838;44680;1
40488;895;1
80854;24876;1
40856;378;1
80859;44074;1
80851;80843;1
21519;23305;1
41771;46055;1
32144;13155;1
61015;9388;1
80889;63516;1
77209;12350;1
31186;30170;1
77470;58122;2
77470;41929;1
77470;42500;1
79915;53325;1
77470;23983;1
77470;5246;1
77470;295;1
77470;42246;1
77470;28208;1
77470;17423;1
77470;54571;1
80912;52250;1
77470;10108;1
79915;2504;1
80038;20618;1
60193;24719;1
31219;80221;1
65901;66165;1
80447;52816;1
80946;80946;1
80946;63652;1
80952;56508;1
74282;35420;1
78672;78672;1
80958;44726;1
80958;54046;1
8251;61468;1
63298;14360;1
59954;59954;1
73851;8337;1
60513;2723;1
68056;97;1
555;44456;1
61484;41692;1
80447;21254;1
43406;2533;1
79049;201;1
82044;46893;1
67565;2893;1
41857;843;1
51839;82033;1
51839;17165;1
61484;73195;1
32144;21319;1
43975;9575;1
78373;25167;1
32144;25429;1
29781;80221;1
82079;62587;1
82019;60785;1
75439;58589;1
78735;82068;1
78735;33386;1
79915;21560;1
38052;20618;1
73195;73195;1
44456;82110;1
52300;13348;1
55122;82069;1
79915;79915;1
55122;82068;1
82170;44256;1
3257;41108;1
3257;43141;1
82143;82143;1
23803;80241;1
82186;59538;1
55122;82182;1
40964;1151;1
78935;41929;1
76917;82217;1
80176;2854;1
13026;50394;1
46780;26019;1
16338;19172;1
57634;8820;1
35837;26409;1
82285;8820;1
82296;24119;1
61345;54040;1
32144;65131;1
76620;73566;1
10640;802;1
70832;70832;1
67536;8820;1
61445;802;1
61445;29182;1
61445;32243;1
82334;52780;1
20492;41692;1
63452;10522;1
43392;13891;1
56692;46740;1
54046;38887;1
82362;10640;1
8479;32020;1
79037;79679;1
61445;56300;1
77743;78088;1
78945;78945;1
79037;79037;1
80613;54670;1
47831;49119;1
59892;42974;1
59892;41629;1
59892;70910;1
61484;79877;1
82388;32169;1
19247;57028;1
15946;15946;1
64336;69822;1
79422;46740;1
723;46893;1
42463;42463;1
70169;70169;1
55122;32243;1
65807;39767;1
40665;62762;1
70169;38626;1
27325;10462;1
23977;28175;1
56354;80795;1
58525;16368;1
82477;37532;1
82478;15906;1
41237;27607;1
56883;27583;1
70169;14582;1
29781;74855;1
82502;212;1
70169;33386;1
70169;65521;1
82515;21254;1
4879;4879;1
4879;28175;1
82517;13518;1
14055;41658;1
82530;10462;1
70169;73363;1
78788;46893;1
82540;16148;1
51492;38284;1
70169;13450;2
82549;82549;1
36967;41266;1
27325;63516;1
16890;39198;1
82577;23470;1
82587;74441;1
56716;46433;1
14055;13686;1
82601;46740;1
82602;46433;1
51492;50365;1
78379;14434;1
82613;28868;1
29781;82603;1
27665;82609;1
70169;82518;1
6613;32860;1
6550;82609;1
70169;69644;1
61484;69644;1
80447;12202;1
71246;39198;1
82638;82638;1
76273;8338;1
78935;201;1
71246;28213;1
82603;82603;2
82661;32243;1
77470;15906;1
77470;40240;1
77470;2533;1
32669;13518;1
42814;27916;1
10273;12473;1
70169;82603;1
80554;58589;1
75648;21254;1
65767;67161;1
42171;57368;1
9091;43706;1
27157;78376;1
70169;82697;1
64906;57610;1
40665;75507;1
46315;20618;1
79698;16753;1
74946;74946;4
64887;21560;2
32144;8820;1
6613;38791;1
82741;14384;1
82743;69646;1
70169;82375;1
7919;82459;1
7919;65767;1
42214;49105;1
32356;26800;1
70169;173;1
65901;28868;1
82766;82766;1
3257;69822;1
70169;60636;1
3257;65767;1
3257;70073;1
82781;21560;1
82781;793;1
47831;31434;1
43497;50727;1
79231;58789;1
55122;51937;1
82810;16236;1
82812;26800;1
32144;57082;1
56790;50146;1
79133;49780;1
39387;6403;1
63303;37986;1
5230;29206;1
82852;15064;1
82856;7812;1
33603;82854;1
70169;;1
70169;21690;1
70169;16050;1
82869;44256;1
79777;34036;1
71246;77360;1
70169;1127;1
82893;51878;1
32144;38657;1
70169;30238;1
71246;22080;1
82902;42904;1
27572;46740;1
82916;51129;1
82930;6403;1
82922;82922;1
60424;24792;1
76258;17208;1
78935;51141;1
70169;82778;1
82908;82908;1
82963;41149;1
78935;82933;1
76816;13518;1
83015;16148;1
83025;46309;1
51492;38538;1
8752;82979;1
18289;83031;1
83041;20618;1
74384;24895;1
63844;39461;1
37763;97;1
79659;82983;1
83052;26409;1
78935;44519;1
82983;82983;1
83070;9488;1
83073;50406;1
67412;8820;1
59029;9465;1
55122;83097;1
83096;8841;1
9638;50146;1
53575;53575;1
83112;40879;1
83114;13833;1
71246;43921;1
7919;83051;1
71246;44015;1
71246;26085;1
71246;49700;1
17543;21560;1
60555;45804;1
26991;8820;1
25470;14384;1
14443;895;1
27157;14200;1
83160;8944;1
75385;83124;1
50897;66177;1
32144;42681;1
30693;60945;1
77428;10462;1
83210;33466;1
71420;13518;1
53116;67135;1
83226;83226;1
64381;21560;1
45556;65323;1
83238;26955;1
60055;77714;1
83249;65323;1
65323;65323;1
46719;58384;1
83267;15064;1
32144;32908;1
29575;75702;1
39130;13330;1
18298;843;1
16758;20655;1
43497;16236;1
51492;61261;1
35436;192;1
35436;44683;1
78896;45076;1
83290;40540;1
82044;58789;1
80370;59429;1
29400;23811;1
83304;41658;1
83084;28175;1
75435;20655;1
44939;68136;1
83328;10114;1
83329;793;1
25594;53157;1
83333;70803;1
83335;44637;1
76883;83271;1
10372;43921;1
51290;69248;1
50959;76032;1
812;22012;1
71246;39706;1
53812;83331;1
64935;45184;1
40665;54115;1
40665;38608;1
64381;44808;1
23759;61225;1
83200;67602;1
54620;58384;1
40665;83378;1
75435;88;1
40665;12206;1
83444;38672;1
30075;83438;1
40853;10990;1
71246;64998;1
30805;45616;1
44714;46433;1
83242;20618;1
40665;83422;1
83482;97;1
61884;2653;1
40665;12515;2
83504;38472;1
83369;24423;1
21323;51141;1
83541;33476;1
83544;14999;1
56573;31434;1
83556;49517;1
16938;32860;1
843;50406;1
71420;57429;1
65781;68136;1
71330;43200;1
70169;83589;1
83599;793;1
64465;2653;1
40665;46740;1
15514;30359;1
82987;51714;1
83615;8820;1
43077;29891;1
70520;65323;1
82280;82280;1
56692;793;1
64465;721;1
51492;13686;1
39130;13736;1
39130;29891;1
43392;10462;1
20618;8820;1
80005;80005;1
78935;69535;1
78935;66003;1
78935;71383;1
20517;15148;1
67465;63548;1
67465;46375;1
33652;16162;1
83737;8409;1
75024;67605;1
67516;69963;1
69316;13518;1
58965;8820;1
83759;21690;1
51969;4695;1
51969;42187;1
71246;33603;1
83761;49914;1
83761;51301;1
67412;62752;1
64887;12496;1
75738;75738;1
25345;47557;1
65776;50146;1
17257;24742;1
17257;42622;1
54801;54801;2
83792;14150;1
51969;83794;1
10640;38657;1
83804;16148;1
17257;44101;1
75435;1151;1
8752;60945;1
83084;49697;1
867;25837;1
867;83794;1
83833;23305;1
29781;78837;1
52520;83663;1
83663;83663;1
14265;14007;1
14265;26800;1
83853;42926;1
50472;45507;1
41193;64363;1
71246;65767;1
46107;83860;1
83584;10462;1
40336;58789;1
79833;58433;1
83876;8820;1
83860;83860;1
51094;83860;1
41193;83860;1
6550;83860;1
17438;54046;1
83914;30359;1
75863;49067;1
71246;43958;1
83921;67733;1
28903;79863;1
64465;33338;1
67806;8820;1
83945;83951;1
83964;20544;1
60193;56593;1
71989;31434;1
76258;37986;1
79160;27616;1
76273;51125;1
83956;83956;1
83911;83907;1
71246;49278;1
83951;83951;1
40665;12619;1
52171;59087;1
26440;23600;1
55122;56748;1
75435;59087;1
80833;9257;1
4849;15064;1
68043;28668;1
51290;56922;1
77875;57429;1
84040;16148;1
84045;9802;1
14560;53833;1
8752;71952;1
84075;18682;1
83143;71952;1
32075;44668;1
78935;43714;1
57688;793;1
31873;15412;1
40474;51787;1
63781;32429;1
52171;21560;1
52236;21560;1
76883;31388;1
75435;10462;1
5243;45450;1
10640;63516;1
84129;41219;1
52864;46740;1
75670;38657;1
71989;39854;1
84143;13915;1
84143;12533;1
30075;70836;1
43469;26872;1
79343;57091;1
84160;11097;1
52520;9011;1
82699;67605;1
6433;6433;1
60945;60945;1
80734;793;1
64981;75418;1
37114;13450;1
7919;83860;1
29430;20544;1
39652;20635;1
68921;21254;1
51290;43514;1
78935;43077;2
84257;52206;1
76917;78160;1
84285;13686;1
70690;44456;1
78935;20618;1
69440;24885;1
54764;54875;1
39751;39751;1
31186;25867;1
24394;45766;1
24394;45892;1
17543;14434;1
66783;28562;1
84368;10462;1
83671;15064;1
51290;42945;1
80406;84391;2
84391;84391;2
84271;33510;1
69440;83540;1
75030;33519;1
56692;9465;1
51775;50956;1
76883;62521;1
84415;84415;1
9805;13518;1
84421;62670;1
84426;8409;1
17543;30238;1
69440;32230;1
67321;793;1
54087;6403;1
54087;50727;1
84449;31671;1
78935;43193;1
83143;71246;1
57787;43193;1
51290;21560;1
81994;79195;1
66406;45679;1
78935;79195;1
84507;8774;1
31219;21254;1
31219;84391;1
31219;83540;1
31219;83791;1
31219;71246;1
31219;20618;2
70169;20429;1
82780;84391;1
84527;39331;1
68686;19212;1
83911;77933;1
14055;8820;1
28903;10879;1
78935;44429;1
54046;24245;1
84553;20618;1
50769;97;1
51839;68313;1
84560;793;1
84560;16807;1
84560;8820;2
84560;21560;1
84560;28175;1
84560;41000;1
84561;8820;1
25345;15197;1
58341;19212;1
58341;71246;1
56703;10640;1
51290;54541;1
84598;27767;1
84603;23600;1
29781;80241;2
60193;44204;1
17310;17310;1
84633;16148;1
52089;63471;1
28415;44256;1
17320;20544;1
41662;23710;1
8563;13450;1
84655;53989;1
84503;44256;1
84560;18632;1
79133;33386;1
24292;77210;1
67584;26;1
84671;8960;1
84671;70097;1
53627;989;1
40350;44204;1
84680;60351;1
71246;58510;1
84711;17310;1
84708;71952;1
13110;53001;1
84718;52390;1
56354;76265;1
84721;52852;1
58514;33970;1
41662;51322;1
79133;10462;1
68446;44456;1
68446;51129;1
57493;45916;1
84757;84757;1
65901;31446;1
78421;15064;1
40781;23305;1
40964;14909;1
25470;13672;1
58341;73740;1
8597;13833;1
37098;57082;1
44032;67605;1
84806;46740;1
58341;80071;1
68686;71383;1
5243;53279;1
84389;13672;1
10640;43769;1
84791;20635;1
75435;51369;1
84874;11074;1
31219;53994;1
71246;;1
15822;84530;1
84879;52390;1
76883;79025;1
84891;84875;1
84891;84640;1
82780;82780;1
84909;44256;1
84912;50863;1
84917;38091;1
83084;16244;1
83084;78966;1
83084;52994;1
71246;40182;1
29781;30099;1
84891;84942;1
29781;24885;1
84949;73114;1
60284;43141;1
84282;10975;1
60424;9465;1
3257;53994;1
11006;44256;1
84974;227;1
84974;84;1
84974;8820;1
68443;12557;1
39012;27607;1
27423;46740;1
7919;20618;1
7919;84391;1
7919;13809;1
7919;26800;1
75435;2504;1
84988;84988;1
62993;8820;1
85028;793;1
85029;13450;1
71246;82195;1
29781;84822;1
71246;43309;2
71246;8517;1
71246;75559;1
84641;793;1
71246;82217;1
71246;50406;1
71246;79729;1
85060;21560;1
68921;50440;1
53943;60636;1
85069;15412;1
85068;85068;1
60193;33603;1
84801;15064;1
5354;41058;1
84791;61225;1
16338;28175;1
84891;83578;1
79295;35847;1
85143;84822;1
85143;76265;1
85148;17310;1
84891;75124;1
71246;49228;1
71246;54571;1
83473;83473;1
77138;14393;1
85078;82640;1
85165;20618;1
43000;83406;1
85148;3054;1
83084;58789;1
83084;28834;1
24662;65027;1
83084;37585;1
56573;13518;1
85207;5246;1
85207;79845;1
84891;85136;1
44195;1151;1
68686;80774;1
69121;69121;1
85222;85222;1
53916;75418;1
70921;;1
9091;838;1
85185;45907;1
85241;39331;1
83084;847;1
85246;76336;1
37098;50247;1
56573;41487;1
61188;51129;1
9135;2653;1
24662;41058;1
47485;31399;1
59620;59620;1
61214;13518;1
61216;50247;1
56573;9465;1
10183;13518;1
37420;58283;1
13171;46120;1
59907;8820;1
13171;31260;1
61226;29897;1
50929;45804;1
59921;52852;1
61241;8820;1
3443;12515;1
61247;793;1
58728;17772;1
58728;6451;1
58728;27685;1
61302;45133;1
61309;8820;1
58536;58536;1
53940;41807;1
61346;21560;1
52250;41807;1
61365;61261;1
61366;25936;1
43631;50146;1
61377;793;1
61377;32011;1
61270;61077;1
61415;39461;1
61421;43878;1
57509;97;1
54046;13686;1
60026;16865;1
61261;61261;3
60381;54292;1
60022;14360;1
14070;42069;1
57493;45610;1
45709;13809;1
12844;;1
44658;59372;1
61527;10915;1
21804;24946;1
35644;23710;1
61537;20655;1
33759;59909;1
5230;20884;1
49454;33728;1
51682;28208;1
61567;44483;1
60701;16148;1
61576;32230;1
61345;61577;1
61345;227;1
61345;989;1
61585;16148;1
61589;21254;1
52106;21560;1
61612;61612;1
61617;21560;1
17443;29911;1
61628;16096;1
61633;31810;1
20816;21560;1
61637;14384;1
29781;47403;1
47485;20407;1
3257;32148;1
29400;97;1
17020;13518;1
28035;41807;1
61669;14684;1
26788;54236;1
61675;61675;1
57509;8009;1
61676;35697;1
57783;58552;1
47340;21198;1
52089;61713;1
61580;37172;1
54236;54236;1
43077;46639;1
30084;12533;1
26261;29912;1
61676;61676;1
60381;45610;1
10620;24651;1
5257;9766;1
54390;23710;1
61771;11;1
41655;8820;1
61789;1151;1
61793;15412;1
61798;46317;1
23579;179;1
24281;16368;1
29781;38734;1
61842;61744;1
28523;5246;1
3090;15664;1
56699;21560;1
50870;9011;1
60821;2507;1
61894;23305;1
40274;1406;1
43077;60080;1
57493;8145;1
61942;50449;1
30084;54579;1
30084;900;1
42882;56339;1
61967;41807;1
28175;41658;1
38655;44502;1
13100;5091;1
44456;97;1
35644;14007;1
53648;53648;1
61997;51125;1
61902;34165;1
59393;1151;1
60972;49697;1
62018;38306;1
33768;51002;1
41591;50451;1
62046;19058;1
26788;61887;1
57731;51129;3
10640;21586;1
62066;1151;1
62071;62071;1
45610;13450;1
62077;61880;1
62076;61880;1
62081;61880;1
61880;62077;2
62082;62077;1
61880;62082;1
62082;62082;1
21450;42325;1
62077;62077;1
62077;62082;1
62097;1406;1
62081;62082;1
62105;22080;1
18619;18619;1
62077;62106;1
62082;62081;1
62082;61880;1
62111;1406;1
8501;35698;1
57740;11124;1
28492;20933;1
57434;26800;1
61396;12527;1
57434;23644;1
57434;43077;2
61396;227;1
61396;908;1
62136;13508;1
62142;21560;1
62156;41807;1
61880;62159;1
60972;13809;1
1048;8820;1
23134;21560;1
44990;29353;1
62169;56246;1
62179;158;1
50870;5203;1
62181;88;1
56346;1133;1
62191;54658;1
60555;44768;1
51722;20544;1
57434;54837;1
51836;44204;1
21378;3054;1
61253;10462;1
14070;37986;1
28156;61368;1
43514;2723;1
62253;26612;1
14976;8820;1
62107;62107;1
6567;9465;1
39074;12202;1
30931;28175;1
62264;;1
32192;42622;1
32192;26659;1
61188;40665;1
62284;24392;1
62284;23262;1
41348;13518;1
8820;61952;1
58465;30359;1
13517;14999;1
46315;50406;1
28175;57731;1
44456;7812;1
44343;47279;1
50769;18058;1
62314;22012;1
62327;37932;1
62333;9465;1
61756;61756;1
16982;793;1
23803;20618;1
62360;23304;1
32006;20618;1
32006;52476;1
57538;50689;1
45107;32875;1
62385;13518;1
62389;158;1
62394;35549;1
35644;62386;1
35644;45945;1
25042;33856;1
62409;12515;1
54855;62107;1
61366;29957;1
51369;39854;1
2481;5342;1
47485;29217;1
62381;62381;1
62381;62423;1
62451;17614;1
62463;16148;1
62466;17484;1
59734;25698;1
57434;53467;1
57434;39081;1
57434;20544;2
57434;54801;1
57434;32569;1
19261;13736;1
62486;5143;1
61366;26675;1
61880;61880;1
42517;25394;1
44456;62368;1
62179;13686;1
13517;53575;1
20429;793;1
57493;61658;1
61270;13809;1
62522;12350;1
62525;12202;1
14976;50795;1
62534;8820;1
61731;13736;1
61731;29498;1
50642;32860;1
62551;26408;1
62559;30376;1
62565;52844;1
62569;10462;1
61241;28175;1
62565;54968;1
46374;9053;1
61936;46107;1
51094;21560;1
51094;26;1
30296;62615;1
35399;15148;1
62644;34253;1
58632;58231;1
43473;11;1
43473;32192;1
44456;58231;1
59921;43532;1
59921;21560;1
62666;43878;1
10620;59758;1
62667;53361;1
29781;49717;1
29781;54968;1
17020;97;1
29781;53986;1
53597;51209;1
53597;58306;1
14421;49411;1
59439;51733;1
57458;34017;1
62641;45237;1
24858;24883;1
21519;62673;1
51836;1151;1
58965;46740;1
3043;14904;1
62703;434;1
56476;97;1
62713;4836;1
44083;10462;1
62721;36935;1
62722;43681;1
14070;32543;1
60841;26163;1
62739;728;1
62747;46780;1
62747;12202;1
14976;49105;1
14976;49752;1
12953;45804;1
51836;6465;1
51836;33058;1
62569;16236;1
14445;33519;1
62565;40659;1
28175;843;1
54289;8820;1
53453;53453;1
19261;35479;1
38315;2979;1
14976;26202;1
39322;44680;1
39255;51141;1
5279;13450;1
62828;2893;1
57493;57975;1
28175;21560;1
37796;15064;1
14976;23477;1
16982;6465;1
14976;51051;1
51775;728;1
52171;890;1
33605;2507;1
62858;56655;1
33605;17332;1
62861;48968;1
37098;50727;1
58264;843;1
32963;49105;1
47788;42904;1
30075;23334;1
62895;27992;1
62898;45963;1
54868;43921;1
62569;13672;1
56699;588;1
32963;57871;2
812;16050;1
31219;62641;1
5279;26019;1
62920;10462;1
29865;36935;1
51129;57731;1
13729;58384;1
62887;62887;1
26365;53675;1
62974;17404;1
10389;8820;1
62985;35420;1
52816;1151;1
42409;17318;1
59321;2647;1
61023;84;1
52480;84;1
44456;46640;1
54087;97;1
20711;28544;1
20589;793;1
5279;54670;1
63053;236;1
43077;32628;1
982;34017;1
62924;63043;1
54868;51129;1
5256;44328;1
10843;21560;1
63120;26902;1
63122;46712;1
62951;59947;1
24550;19261;1
10620;54046;1
63135;8820;1
62121;3044;1
31514;97;1
63155;39461;1
35644;59484;1
35644;35644;1
62106;62106;1
62106;62077;2
62077;62423;1
62077;62076;1
62423;62106;1
62423;62082;1
26261;16148;1
41959;21560;1
62898;16865;1
42402;34089;1
50769;15613;1
63198;8820;1
57090;49916;1
62846;41204;1
25042;23710;1
2818;45191;1
63221;9988;1
63227;57434;1
50541;52106;1
25781;21254;2
63250;43077;1
31219;12443;1
31219;8820;2
31219;62887;1
31219;19261;1
31219;54046;1
51836;30137;1
33759;63262;1
62451;34165;1
